id,wave,vd,vi,cov
2Jayzm,2,0,1,0
2Jayzm,3,0,1,0
2JaZbZ,1,0,0,0
2JaZbZ,2,NA,NA,NA
2JaZbZ,3,0,0,1
2JB1rj,1,0,0,1
2JB1rj,2,0,0,5
2JB1rj,3,0,0,0
2JBjwG,1,0,0,2
2JBjwG,2,0,0,1
2JBjwG,3,0,0,3
2JBKxb,1,0,0,0
2JBKxb,2,0,0,0
2JBKxb,3,0,0,0
2JBVVB,1,0,1,3
2JBVVB,2,0,1,4
2JBVVB,3,0,0,5
2Jk446,1,0,5,19
2Jk446,2,NA,5,20
2Jk446,3,0,6,22
2Jk8Ej,1,0,2,4
2Jk8Ej,2,0,4,9
2Jk8Ej,3,0,3,3
2Jk8PN,1,0,1,3
2Jk8PN,2,0,1,2
2Jk8PN,3,0,1,3
2JkjEj,1,0,3,11
2JkjEj,2,0,3,9
2JkjEj,3,0,3,15
2JkL8a,1,0,1,4
2JkL8a,2,0,0,0
2JkL8a,3,0,0,0
2JkLBG,1,0,4,16
2JkLBG,2,0,1,7
2JkLBG,3,0,3,14
2JkLdQ,1,0,4,11
2JkLdQ,2,3,6,11
2JkLdQ,3,NA,3,13
2JkLrm,1,0,3,7
2JkLrm,2,0,4,14
2JkLrm,3,0,2,11
2JkMyB,1,0,6,8
2JkMyB,2,0,2,2
2JkMyB,3,0,1,4
2JkMZm,1,3,2,4
2JkMZm,2,NA,NA,NA
2JkMZm,3,NA,NA,NA
2JkPLx,1,0,4,3
2JkPLx,2,0,3,1
2JkPLx,3,NA,NA,NA
2JkRQB,1,0,2,9
2JkRQB,2,0,3,6
2JkRQB,3,0,2,5
2JkVkB,1,0,3,2
2JkVkB,2,0,3,0
2JkVkB,3,0,2,2
2JkVlQ,1,0,5,3
2JkVlQ,2,0,3,6
2JkVlQ,3,0,1,10
2JkYom,1,0,4,6
2JkYom,2,NA,NA,NA
2JkYom,3,0,0,4
2Jl3zG,1,0,1,10
2Jl3zG,2,0,1,8
2Jl3zG,3,0,3,2
2JljGB,1,0,0,0
2JljGB,2,0,0,0
2JljGB,3,0,0,0
2JlmpN,1,0,0,3
2JlmpN,2,0,0,6
2JlmpN,3,0,0,6
2JlnMb,1,0,0,12
2JlnMb,2,NA,NA,NA
2JlnMb,3,NA,NA,NA
2JlP86,1,0,0,0
2JlP86,2,0,0,0
2JlP86,3,0,0,0
2JlYRN,1,0,2,0
2JlYRN,2,0,4,2
2JlYRN,3,0,0,2
2JlYya,1,0,0,5
2JlYya,2,0,2,12
2JlYya,3,0,2,8
2jo0Op,1,0,0,5
2jo0Op,2,0,0,9
2jo0Op,3,0,0,7
2joJ4p,1,0,0,0
2joJ4p,2,0,0,0
2joJ4p,3,0,0,0
2joK5x,1,0,1,0
2joK5x,2,0,1,1
2joK5x,3,0,1,1
2jokYw,1,0,1,5
2jokYw,2,0,1,2
2jokYw,3,0,1,1
2jq5al,1,0,0,0
2jq5al,2,0,0,1
2jq5al,3,0,0,1
2jq9J4,1,0,4,5
2jq9J4,2,NA,NA,NA
2jq9J4,3,0,2,1
2jq9Np,1,0,4,0
2jq9Np,2,0,2,0
2jq9Np,3,NA,NA,NA
2jq9xw,1,0,4,7
2jq9xw,2,NA,NA,NA
2jq9xw,3,NA,NA,NA
2jqo6w,1,0,5,12
2jqo6w,2,NA,NA,NA
2jqo6w,3,NA,NA,NA
2jr40V,1,0,3,4
2jr40V,2,0,3,3
2jr40V,3,0,1,0
2jr634,1,0,2,14
2jr634,2,0,3,18
2jr634,3,0,5,21
2Jr9y6,1,0,0,1
2Jr9y6,2,0,0,3
2Jr9y6,3,0,0,4
2jranw,1,0,3,4
2jranw,2,0,1,10
2jranw,3,0,2,6
2jraQ4,1,0,1,6
2jraQ4,2,0,1,3
2jraQ4,3,0,2,4
2Jrddj,1,0,0,0
2Jrddj,2,0,1,0
2Jrddj,3,0,1,0
2jrDg3,1,0,0,4
2jrDg3,2,0,0,4
2jrDg3,3,0,0,4
2jrDyl,1,0,2,0
2jrDyl,2,0,4,1
2jrDyl,3,NA,1,0
2jrgd3,1,0,1,2
2jrgd3,2,0,0,1
2jrgd3,3,NA,NA,NA
2jrLdP,1,0,0,0
2jrLdP,2,0,0,0
2jrLdP,3,0,0,0
2jrLx4,1,0,4,9
2jrLx4,2,0,5,16
2jrLx4,3,0,4,16
2Jrm06,1,0,2,0
2Jrm06,2,0,0,0
2Jrm06,3,0,0,0
2jrnBp,1,0,5,9
2jrnBp,2,NA,NA,NA
2jrnBp,3,NA,NA,NA
2JroKb,1,0,6,13
2JroKb,2,0,4,13
2JroKb,3,NA,NA,NA
2jrRk9,1,0,4,11
2jrRk9,2,0,4,14
2jrRk9,3,0,5,13
2jrVEw,1,0,3,4
2jrVEw,2,0,2,2
2jrVEw,3,0,3,4
2JrWMx,1,0,0,2
2JrWMx,2,0,0,0
2JrWMx,3,NA,0,2
2jrwoj,1,NA,3,13
2jrwoj,2,NA,0,12
2jrwoj,3,NA,NA,NA
2JryBQ,1,0,2,3
2JryBQ,2,0,4,3
2JryBQ,3,0,2,2
2JryKN,1,0,0,9
2JryKN,2,0,0,7
2JryKN,3,0,1,5
2JvB4Z,1,0,2,1
2JvB4Z,2,0,1,1
2JvB4Z,3,0,1,1
2JvBdZ,1,0,0,3
2JvBdZ,2,0,2,7
2JvBdZ,3,NA,NA,NA
2JvBjB,1,0,1,14
2JvBjB,2,0,4,16
2JvBjB,3,0,0,17
2Jvl16,1,0,3,6
2Jvl16,2,2,1,2
2Jvl16,3,3,2,13
2JvlBN,1,0,4,16
2JvlBN,2,0,4,7
2JvlBN,3,NA,NA,NA
2Jvlkx,1,0,1,8
2Jvlkx,2,0,4,10
2Jvlkx,3,0,3,7
2JvwW6,1,0,0,0
2JvwW6,2,0,0,2
2JvwW6,3,NA,NA,NA
2JvwYx,1,1,1,7
2JvwYx,2,3,0,3
2JvwYx,3,0,1,6
2jxayb,1,0,6,9
2jxayb,2,0,6,7
2jxayb,3,0,6,8
2jxdMl,1,0,0,2
2jxdMl,2,0,4,2
2jxdMl,3,0,1,1
2jxJP9,1,0,0,1
2jxJP9,2,0,1,1
2jxJP9,3,0,0,0
2jxK6b,1,0,1,3
2jxK6b,2,0,0,4
2jxK6b,3,0,1,3
2jxKbP,1,0,4,9
2jxKbP,2,0,4,6
2jxKbP,3,0,4,10
2jxKL4,1,0,0,2
2jxKL4,2,0,1,4
2jxKL4,3,0,0,3
2jxKNw,1,0,5,13
2jxKNw,2,0,5,13
2jxKNw,3,0,2,10
2jxKpx,1,0,0,1
2jxKpx,2,0,0,3
2jxKpx,3,0,0,2
2jxKz3,1,0,0,0
2jxKz3,2,0,1,0
2jxKz3,3,0,1,0
2jxLdw,1,0,0,0
2jxLdw,2,0,3,4
2jxLdw,3,0,5,6
2jxmq3,1,0,3,13
2jxmq3,2,NA,NA,NA
2jxmq3,3,NA,NA,NA
2jxOKj,1,0,1,11
2jxOKj,2,0,3,15
2jxOKj,3,0,0,10
2jxOqw,1,0,0,1
2jxOqw,2,0,0,2
2jxOqw,3,0,0,0
2jxvwl,1,NA,4,2
2jxvwl,2,NA,4,18
2jxvwl,3,NA,6,16
2jxzd4,1,0,1,2
2jxzd4,2,0,0,0
2jxzd4,3,0,0,1
2n5k17,1,1,6,12
2n5k17,2,0,1,14
2n5k17,3,NA,0,11
2n90kr,1,0,1,4
2n90kr,2,0,3,3
2n90kr,3,0,2,5
2n9349,1,0,3,9
2n9349,2,0,4,7
2n9349,3,0,4,10
2n99MR,1,0,2,0
2n99MR,2,NA,NA,NA
2n99MR,3,NA,NA,NA
2n9Ar4,1,0,4,7
2n9Ar4,2,0,4,12
2n9Ar4,3,0,4,15
2n9d6Z,1,0,1,0
2n9d6Z,2,0,0,1
2n9d6Z,3,0,1,3
2n9Gpr,1,0,0,0
2n9Gpr,2,0,0,0
2n9Gpr,3,0,0,0
2n9Gwl,1,0,1,0
2n9Gwl,2,0,2,0
2n9Gwl,3,0,3,1
2n9GxK,1,0,0,6
2n9GxK,2,0,3,1
2n9GxK,3,0,0,2
2n9J04,1,0,0,3
2n9J04,2,0,0,4
2n9J04,3,0,1,4
2n9J0B,1,0,1,2
2n9J0B,2,0,1,0
2n9J0B,3,0,0,0
2n9jn3,1,0,3,11
2n9jn3,2,0,4,10
2n9jn3,3,0,4,10
2n9jqK,1,0,1,7
2n9jqK,2,0,0,5
2n9jqK,3,0,0,10
2n9JZZ,1,0,0,1
2n9JZZ,2,NA,NA,NA
2n9JZZ,3,0,0,0
2n9MY9,1,0,4,7
2n9MY9,2,0,4,5
2n9MY9,3,0,4,2
2n9PdB,1,0,0,1
2n9PdB,2,0,0,1
2n9PdB,3,0,0,1
2n9qA3,1,0,1,3
2n9qA3,2,0,0,1
2n9qA3,3,0,1,0
2n9RY4,1,1,3,13
2n9RY4,2,0,6,16
2n9RY4,3,1,4,15
2n9yZB,1,0,0,2
2n9yZB,2,0,0,0
2n9yZB,3,0,0,3
2nB0OB,1,0,0,0
2nB0OB,2,0,0,0
2nB0OB,3,0,0,0
2nb35R,1,0,3,11
2nb35R,2,0,3,8
2nb35R,3,0,4,8
2nb3Pl,1,0,0,4
2nb3Pl,2,0,0,9
2nb3Pl,3,0,0,7
2nb4n4,1,0,1,5
2nb4n4,2,0,1,5
2nb4n4,3,0,1,2
2nb8Kl,1,0,0,0
2nb8Kl,2,0,0,1
2nb8Kl,3,0,0,0
2nBA41,1,0,0,1
2nBA41,2,0,1,0
2nBA41,3,0,0,1
2nbB5B,1,0,1,0
2nbB5B,2,0,0,0
2nbB5B,3,0,0,0
2nbmD4,1,0,6,3
2nbmD4,2,0,6,0
2nbmD4,3,0,6,0
2nBmYr,1,0,3,0
2nBmYr,2,0,0,0
2nBmYr,3,0,0,0
2nbng8,1,0,4,5
2nbng8,2,0,4,6
2nbng8,3,NA,NA,NA
2nbOYZ,1,0,1,8
2nbOYZ,2,0,1,6
2nbOYZ,3,0,2,8
2nbvkr,1,0,2,0
2nbvkr,2,0,1,0
2nbvkr,3,0,0,0
2nbvxr,1,0,3,4
2nbvxr,2,0,2,2
2nbvxr,3,0,3,6
2nbw3R,1,0,0,1
2nbw3R,2,0,0,1
2nbw3R,3,0,1,1
2nBWll,1,1,1,1
2nBWll,2,0,2,1
2nBWll,3,0,1,0
2nbWx1,1,0,1,12
2nbWx1,2,NA,NA,NA
2nbWx1,3,NA,NA,NA
2nBZDl,1,0,0,0
2nBZDl,2,0,3,0
2nBZDl,3,0,3,0
2njdl2,1,0,1,2
2njdl2,2,0,3,6
2njdl2,3,0,4,6
2nkB01,1,0,4,17
2nkB01,2,0,1,16
2nkB01,3,NA,NA,NA
2nkB5l,1,0,3,13
2nkB5l,2,0,1,13
2nkB5l,3,0,1,20
2nkBGZ,1,0,3,4
2nkBGZ,2,0,4,3
2nkBGZ,3,0,2,3
2nkBm9,1,0,0,0
2nkBm9,2,0,0,0
2nkBm9,3,0,0,0
2nkBPR,1,0,0,0
2nkBPR,2,NA,NA,NA
2nkBPR,3,NA,NA,NA
2nkBrr,1,0,0,4
2nkBrr,2,0,0,4
2nkBrr,3,NA,NA,NA
2nkod8,1,0,0,3
2nkod8,2,0,0,7
2nkod8,3,0,0,1
2nkoj9,1,0,2,16
2nkoj9,2,NA,NA,NA
2nkoj9,3,NA,NA,NA
2nkYaZ,1,0,1,0
2nkYaZ,2,0,0,1
2nkYaZ,3,0,0,0
2nkYk1,1,2,0,17
2nkYk1,2,1,0,10
2nkYk1,3,0,0,10
2nkYlZ,1,0,2,10
2nkYlZ,2,0,4,7
2nkYlZ,3,0,3,7
2nkYzK,1,0,2,4
2nkYzK,2,0,1,4
2nkYzK,3,NA,NA,NA
2nn1AB,1,2,4,18
2nn1AB,2,2,6,24
2nn1AB,3,2,4,16
2nn1GK,1,2,4,23
2nn1GK,2,NA,4,19
2nn1GK,3,NA,2,11
2nn5K1,1,0,4,13
2nn5K1,2,NA,NA,NA
2nn5K1,3,NA,NA,NA
2nn5lR,1,0,1,5
2nn5lR,2,0,0,6
2nn5lR,3,0,1,4
2nn5OB,1,0,1,8
2nn5OB,2,0,2,12
2nn5OB,3,0,3,6
2nn6Pr,1,0,1,0
2nn6Pr,2,0,1,3
2nn6Pr,3,0,2,0
2nn6WB,1,0,3,8
2nn6WB,2,0,1,10
2nn6WB,3,0,1,6
2nna1Z,1,3,0,16
2nna1Z,2,3,2,0
2nna1Z,3,0,0,0
2nnanZ,1,0,1,4
2nnanZ,2,0,1,4
2nnanZ,3,0,1,4
2nnD58,1,0,2,10
2nnD58,2,0,2,7
2nnD58,3,NA,1,1
2nnDgZ,1,0,1,7
2nnDgZ,2,0,2,9
2nnDgZ,3,0,1,12
2nnDjK,1,0,0,4
2nnDjK,2,0,0,2
2nnDjK,3,0,0,3
2nnDL8,1,0,1,1
2nnDL8,2,0,0,0
2nnDL8,3,0,1,2
2nnDn8,1,0,2,6
2nnDn8,2,1,0,6
2nnDn8,3,2,1,10
2nnGM8,1,0,0,8
2nnGM8,2,0,0,4
2nnGM8,3,0,0,8
2nnGrr,1,0,1,7
2nnGrr,2,0,1,5
2nnGrr,3,0,0,0
2nnoz1,1,0,3,1
2nnoz1,2,0,2,3
2nnoz1,3,0,3,8
2nnP8B,1,0,3,18
2nnP8B,2,0,4,13
2nnP8B,3,2,5,13
2nnPjZ,1,0,6,12
2nnPjZ,2,NA,4,12
2nnPjZ,3,0,3,8
2nnR3R,1,0,4,17
2nnR3R,2,0,3,11
2nnR3R,3,0,3,11
2nnRg4,1,0,4,10
2nnRg4,2,0,5,12
2nnRg4,3,0,4,5
2nnRyR,1,0,1,7
2nnRyR,2,0,3,6
2nnRyR,3,0,2,6
2nnVER,1,0,2,4
2nnVER,2,0,4,5
2nnVER,3,0,3,2
2nnVlB,1,0,0,0
2nnVlB,2,0,0,0
2nnVlB,3,0,0,0
2nnvx8,1,0,3,7
2nnvx8,2,0,3,9
2nnvx8,3,NA,NA,NA
2nnxOl,1,0,1,4
2nnxOl,2,0,0,6
2nnxOl,3,NA,NA,NA
2nnxQ1,1,0,1,8
2nnxQ1,2,0,1,4
2nnxQ1,3,0,0,5
2nYbjK,1,0,3,9
2nYbjK,2,0,6,10
2nYbjK,3,0,6,13
2nYBll,1,0,4,11
2nYBll,2,0,2,14
2nYBll,3,0,4,13
2nYgG3,1,2,3,18
2nYgG3,2,2,4,20
2nYgG3,3,2,2,21
2nYlVr,1,0,0,6
2nYlVr,2,0,2,7
2nYlVr,3,0,3,7
2nYMw1,1,0,0,0
2nYMw1,2,0,0,0
2nYMw1,3,0,0,0
2nYNVZ,1,0,5,15
2nYNVZ,2,NA,6,21
2nYNVZ,3,NA,4,24
2nYWJR,1,0,3,5
2nYWJR,2,0,5,11
2nYWJR,3,2,4,8
2nYxMK,1,0,0,1
2nYxMK,2,0,2,2
2nYxMK,3,0,3,2
2nzAd3,1,0,1,6
2nzAd3,2,0,5,12
2nzAd3,3,0,4,8
2nzAMB,1,0,0,0
2nzAMB,2,0,0,0
2nzAMB,3,0,1,0
2nzAy8,1,0,0,4
2nzAy8,2,0,0,8
2nzAy8,3,0,0,10
2nzD04,1,0,0,6
2nzD04,2,0,1,4
2nzD04,3,0,3,4
2nzDV1,1,3,1,7
2nzDV1,2,1,1,7
2nzDV1,3,0,4,7
2nzJQK,1,0,0,0
2nzJQK,2,0,1,0
2nzJQK,3,0,1,0
2nzpRZ,1,0,1,2
2nzpRZ,2,0,1,0
2nzpRZ,3,2,0,1
2nzZw8,1,0,2,6
2nzZw8,2,0,3,3
2nzZw8,3,0,1,6
2O38Zd,1,0,0,0
2O38Zd,2,0,0,0
2O38Zd,3,0,1,4
2O3azn,1,0,0,8
2O3azn,2,0,0,16
2O3azn,3,NA,5,19
2O3b3Z,1,0,0,2
2O3b3Z,2,0,0,0
2O3b3Z,3,0,0,0
2O3BmZ,1,0,0,1
2O3BmZ,2,0,0,1
2O3BmZ,3,0,0,1
2O3G54,1,1,2,13
2O3G54,2,1,4,14
2O3G54,3,3,4,16
2O3JKP,1,0,5,0
2O3JKP,2,0,3,7
2O3JKP,3,0,3,6
2O3KxO,1,0,4,6
2O3KxO,2,NA,NA,NA
2O3KxO,3,NA,NA,NA
2O3M8w,1,0,0,5
2O3M8w,2,0,2,0
2O3M8w,3,0,0,1
2O3wyw,1,0,1,0
2O3wyw,2,0,0,0
2O3wyw,3,0,0,0
2O84Ze,1,0,3,2
2O84Ze,2,0,4,3
2O84Ze,3,0,1,2
2OA1m4,1,0,0,4
2OA1m4,2,0,1,5
2OA1m4,3,0,1,5
2OA6DY,1,0,4,7
2OA6DY,2,0,4,4
2OA6DY,3,0,3,15
2OA9Aw,1,0,2,10
2OA9Aw,2,0,1,7
2OA9Aw,3,0,2,7
2OAEBD,1,0,0,5
2OAEBD,2,0,1,6
2OAEBD,3,0,0,1
2OAEEO,1,0,4,1
2OAEEO,2,NA,NA,NA
2OAEEO,3,0,0,0
2OAEJw,1,1,4,11
2OAEJw,2,0,4,13
2OAEJw,3,1,4,12
2OAErE,1,0,5,17
2OAErE,2,0,6,19
2OAErE,3,0,5,15
2OAEyP,1,0,1,2
2OAEyP,2,0,1,2
2OAEyP,3,0,2,2
2OAEzE,1,0,1,3
2OAEzE,2,0,0,0
2OAEzE,3,0,0,2
2OAJjD,1,0,3,10
2OAJjD,2,0,5,12
2OAJjD,3,0,6,18
2OAOGd,1,0,5,11
2OAOGd,2,0,4,11
2OAOGd,3,0,4,9
2OAPDO,1,NA,0,1
2OAPDO,2,2,4,9
2OAPDO,3,3,3,10
2OAqVZ,1,0,0,8
2OAqVZ,2,0,0,8
2OAqVZ,3,0,0,6
2OARL4,1,0,6,21
2OARL4,2,2,2,20
2OARL4,3,1,1,14
2OArMO,1,0,3,0
2OArMO,2,0,3,0
2OArMO,3,0,3,1
2OAROD,1,0,4,9
2OAROD,2,0,2,10
2OAROD,3,0,0,9
2ODoOP,1,0,6,5
2ODoOP,2,0,5,5
2ODoOP,3,0,0,4
2ODROw,1,0,1,0
2ODROw,2,0,0,0
2ODROw,3,0,1,2
2ODVVd,1,0,4,12
2ODVVd,2,NA,NA,NA
2ODVVd,3,NA,NA,NA
2Og5rD,1,0,3,18
2Og5rD,2,0,1,11
2Og5rD,3,0,3,10
2Og5xZ,1,NA,0,0
2Og5xZ,2,NA,0,8
2Og5xZ,3,NA,0,3
2Og8G4,1,0,1,3
2Og8G4,2,0,0,4
2Og8G4,3,NA,NA,NA
2Og8nn,1,0,4,3
2Og8nn,2,0,2,6
2Og8nn,3,0,1,5
2OgBbZ,1,0,0,6
2OgBbZ,2,0,1,4
2OgBbZ,3,0,0,5
2OgbEn,1,0,3,16
2OgbEn,2,0,5,17
2OgbEn,3,0,4,17
2OgbND,1,0,4,20
2OgbND,2,0,3,6
2OgbND,3,0,1,5
2Ogd8w,1,1,6,13
2Ogd8w,2,0,6,19
2Ogd8w,3,1,3,11
2Ogdj4,1,1,0,6
2Ogdj4,2,0,0,5
2Ogdj4,3,0,0,0
2Ogdwn,1,0,1,15
2Ogdwn,2,0,0,5
2Ogdwn,3,0,0,4
2OgMJP,1,0,2,4
2OgMJP,2,0,1,5
2OgMJP,3,0,1,8
2OgMnO,1,2,2,12
2OgMnO,2,NA,NA,NA
2OgMnO,3,NA,NA,NA
2OgMrn,1,0,2,7
2OgMrn,2,0,5,7
2OgMrn,3,0,3,6
2OgMYk,1,0,1,1
2OgMYk,2,0,1,2
2OgMYk,3,0,1,1
2OgOoZ,1,0,1,6
2OgOoZ,2,NA,NA,NA
2OgOoZ,3,0,1,4
2OgpA4,1,0,0,0
2OgpA4,2,NA,NA,NA
2OgpA4,3,NA,NA,NA
2Ogw6Z,1,2,5,19
2Ogw6Z,2,2,6,16
2Ogw6Z,3,2,6,22
2Ogwxk,1,NA,5,19
2Ogwxk,2,0,6,4
2Ogwxk,3,NA,NA,NA
2OgxGk,1,0,4,9
2OgxGk,2,0,2,12
2OgxGk,3,NA,NA,NA
2OgyPw,1,0,0,2
2OgyPw,2,NA,NA,NA
2OgyPw,3,0,0,0
2OgYQD,1,0,2,5
2OgYQD,2,0,4,4
2OgYQD,3,0,4,12
2OgyQO,1,0,2,2
2OgyQO,2,0,5,1
2OgyQO,3,0,1,1
2OgZ9Z,1,0,5,3
2OgZ9Z,2,0,3,0
2OgZ9Z,3,NA,2,0
2OQ1zP,1,0,1,3
2OQ1zP,2,NA,NA,NA
2OQ1zP,3,NA,NA,NA
2OQ4d4,1,0,0,7
2OQ4d4,2,NA,NA,NA
2OQ4d4,3,0,1,4
2OQ4O4,1,0,5,22
2OQ4O4,2,0,6,22
2OQ4O4,3,0,6,19
2OQGKd,1,0,0,0
2OQGKd,2,0,1,0
2OQGKd,3,0,0,0
2OQGw4,1,0,0,12
2OQGw4,2,4,6,13
2OQGw4,3,NA,NA,NA
2OQJj4,1,0,1,3
2OQJj4,2,0,4,5
2OQJj4,3,0,0,3
2OQlNP,1,NA,0,10
2OQlNP,2,1,0,16
2OQlNP,3,1,1,10
2OQmL4,1,0,3,4
2OQmL4,2,0,1,2
2OQmL4,3,0,1,1
2OQnLk,1,0,3,14
2OQnLk,2,0,4,14
2OQnLk,3,0,4,14
2OQVDk,1,0,6,20
2OQVDk,2,NA,6,15
2OQVDk,3,1,6,15
2OQYxO,1,0,4,6
2OQYxO,2,NA,NA,NA
2OQYxO,3,0,2,4
2Ov3BE,1,0,3,5
2Ov3BE,2,0,4,4
2Ov3BE,3,0,2,12
2Ov3GE,1,0,2,4
2Ov3GE,2,NA,NA,NA
2Ov3GE,3,0,4,5
2Ov3Y4,1,0,2,12
2Ov3Y4,2,0,4,21
2Ov3Y4,3,NA,NA,NA
2OvWbk,1,1,3,7
2OvWbk,2,3,6,7
2OvWbk,3,4,6,11
2OvWVY,1,0,4,11
2OvWVY,2,NA,NA,NA
2OvWVY,3,NA,NA,NA
2OvWxE,1,0,3,4
2OvWxE,2,0,3,7
2OvWxE,3,NA,NA,NA
2OvZBZ,1,0,6,14
2OvZBZ,2,0,2,15
2OvZBZ,3,1,4,23
2OvZkP,1,0,6,13
2OvZkP,2,1,4,12
2OvZkP,3,2,6,19
2OvZMO,1,0,4,6
2OvZMO,2,NA,NA,NA
2OvZMO,3,NA,NA,NA
2OvZRd,1,NA,3,14
2OvZRd,2,NA,3,9
2OvZRd,3,NA,3,15
2OvZvw,1,0,1,2
2OvZvw,2,NA,NA,NA
2OvZvw,3,NA,NA,NA
2OWrjY,1,0,0,0
2OWrjY,2,0,0,0
2OWrjY,3,0,0,0
2OWwLw,1,0,5,8
2OWwLw,2,0,3,8
2OWwLw,3,0,2,10
2W1DqK,1,0,0,5
2W1DqK,2,0,0,4
2W1DqK,3,0,0,10
2W1qJZ,1,0,1,0
2W1qJZ,2,0,1,0
2W1qJZ,3,0,3,0
2W1rnA,1,0,4,6
2W1rnA,2,0,0,6
2W1rnA,3,0,1,2
2W3kyB,1,0,1,0
2W3kyB,2,0,2,0
2W3kyB,3,0,0,0
2W3LW1,1,0,0,0
2W3LW1,2,0,1,0
2W3LW1,3,NA,NA,NA
2W3P6P,1,0,0,3
2W3P6P,2,0,0,0
2W3P6P,3,0,0,0
2W934A,1,0,4,9
2W934A,2,0,3,11
2W934A,3,NA,NA,NA
2W93dK,1,0,0,1
2W93dK,2,NA,NA,NA
2W93dK,3,NA,NA,NA
2W93gM,1,0,5,4
2W93gM,2,0,2,7
2W93gM,3,0,1,3
2W93JZ,1,3,1,5
2W93JZ,2,0,2,10
2W93JZ,3,NA,2,12
2W93OK,1,0,1,4
2W93OK,2,0,0,4
2W93OK,3,0,1,5
2W9d9o,1,0,1,4
2W9d9o,2,0,1,3
2W9d9o,3,NA,NA,NA
2W9ddA,1,0,5,7
2W9ddA,2,0,4,5
2W9ddA,3,NA,NA,NA
2W9dkx,1,0,6,17
2W9dkx,2,0,4,17
2W9dkx,3,NA,NA,NA
2W9dvZ,1,0,4,11
2W9dvZ,2,0,4,14
2W9dvZ,3,NA,6,12
2W9dZA,1,0,3,7
2W9dZA,2,0,3,5
2W9dZA,3,0,1,4
2W9Z4o,1,0,4,11
2W9Z4o,2,0,0,12
2W9Z4o,3,0,4,8
2W9ZDP,1,0,0,2
2W9ZDP,2,1,0,2
2W9ZDP,3,0,0,3
2W9ZG5,1,0,3,0
2W9ZG5,2,0,3,0
2W9ZG5,3,0,3,0
2W9Zjx,1,0,3,16
2W9Zjx,2,NA,NA,NA
2W9Zjx,3,0,6,15
2W9ZLZ,1,0,2,0
2W9ZLZ,2,0,5,0
2W9ZLZ,3,0,4,0
2W9ZP5,1,0,5,9
2W9ZP5,2,0,6,15
2W9ZP5,3,2,6,7
2Wd0oA,1,0,3,7
2Wd0oA,2,0,1,3
2Wd0oA,3,0,0,4
2WdGY1,1,0,0,4
2WdGY1,2,0,1,12
2WdGY1,3,0,3,9
2WdKdM,1,NA,3,13
2WdKdM,2,NA,NA,NA
2WdKdM,3,NA,NA,NA
2Wdm11,1,0,0,0
2Wdm11,2,0,0,0
2Wdm11,3,0,0,0
2WdMAo,1,0,0,8
2WdMAo,2,0,1,6
2WdMAo,3,0,1,4
2Wdmy5,1,0,0,0
2Wdmy5,2,0,2,0
2Wdmy5,3,0,4,0
2Wdojx,1,0,0,1
2Wdojx,2,0,0,1
2Wdojx,3,0,0,2
2WdQ8Z,1,NA,4,13
2WdQ8Z,2,NA,4,12
2WdQ8Z,3,NA,4,10
2WdR6B,1,0,1,1
2WdR6B,2,0,0,2
2WdR6B,3,0,0,2
2Wdw4M,1,0,3,16
2Wdw4M,2,0,4,16
2Wdw4M,3,0,3,12
2WdzmK,1,0,2,4
2WdzmK,2,0,2,4
2WdzmK,3,0,4,6
2Wj4N1,1,0,0,0
2Wj4N1,2,0,0,4
2Wj4N1,3,0,0,2
2Wj65B,1,0,0,1
2Wj65B,2,0,0,1
2Wj65B,3,0,0,0
2Wj6NK,1,0,5,16
2Wj6NK,2,2,5,20
2Wj6NK,3,0,3,11
2Wj6W5,1,0,0,3
2Wj6W5,2,0,2,3
2Wj6W5,3,0,1,4
2WjgOP,1,0,1,2
2WjgOP,2,0,1,4
2WjgOP,3,0,1,5
2WjmRK,1,0,2,9
2WjmRK,2,0,0,2
2WjmRK,3,0,3,11
2Wjmwx,1,0,1,7
2Wjmwx,2,0,3,3
2Wjmwx,3,0,0,5
2WjObP,1,0,0,0
2WjObP,2,0,0,0
2WjObP,3,0,0,0
2Wjp9P,1,0,1,2
2Wjp9P,2,0,3,4
2Wjp9P,3,0,2,7
2WjxAx,1,0,2,2
2WjxAx,2,0,2,2
2WjxAx,3,0,0,2
2WjZDA,1,0,4,1
2WjZDA,2,NA,NA,NA
2WjZDA,3,0,1,1
2Wn4EA,1,0,3,4
2Wn4EA,2,0,3,5
2Wn4EA,3,0,3,0
2Wn4J5,1,0,2,4
2Wn4J5,2,0,2,4
2Wn4J5,3,0,2,5
2Wn8YB,1,0,0,4
2Wn8YB,2,0,0,0
2Wn8YB,3,0,0,0
2WnAzo,1,2,6,24
2WnAzo,2,0,5,3
2WnAzo,3,4,6,19
2WnB4M,1,0,0,0
2WnB4M,2,0,0,0
2WnB4M,3,0,0,0
2WnB4x,1,0,0,0
2WnB4x,2,0,3,0
2WnB4x,3,0,1,0
2WnBAg,1,0,1,2
2WnBAg,2,0,3,3
2WnBAg,3,0,4,6
2WnBax,1,0,0,2
2WnBax,2,0,2,7
2WnBax,3,0,1,0
2WnBBA,1,0,0,0
2WnBBA,2,0,0,3
2WnBBA,3,0,0,0
2WnBDo,1,0,0,0
2WnBDo,2,0,0,0
2WnBDo,3,0,0,0
2WnBK5,1,1,6,10
2WnBK5,2,2,6,19
2WnBK5,3,1,6,16
2WnBkZ,1,0,0,6
