id,wave,vd,vi,cov
7APmAV,3,0,0,0
7APQ9y,1,0,0,2
7APQ9y,2,0,1,1
7APQ9y,3,0,1,3
7APR3o,1,0,0,1
7APR3o,2,0,0,0
7APR3o,3,NA,NA,NA
7APw4L,1,2,0,0
7APw4L,2,0,0,0
7APw4L,3,0,4,0
7APwNm,1,0,4,11
7APwNm,2,0,4,5
7APwNm,3,0,4,8
7APZGV,1,0,3,6
7APZGV,2,0,2,7
7APZGV,3,0,2,8
7APzwO,1,0,1,10
7APzwO,2,0,1,7
7APzwO,3,0,0,7
7Aq1lp,1,0,3,4
7Aq1lp,2,0,1,2
7Aq1lp,3,NA,NA,NA
7Aq5by,1,0,4,2
7Aq5by,2,0,4,0
7Aq5by,3,0,1,5
7Aq5pE,1,0,3,6
7Aq5pE,2,0,1,7
7Aq5pE,3,0,4,12
7Aq8d6,1,NA,2,10
7Aq8d6,2,NA,3,16
7Aq8d6,3,1,5,7
7AqAB6,1,0,4,1
7AqAB6,2,0,5,6
7AqAB6,3,0,4,3
7AqaQo,1,0,4,12
7AqaQo,2,1,1,14
7AqaQo,3,NA,NA,NA
7AqE6y,1,0,1,1
7AqE6y,2,0,3,0
7AqE6y,3,0,3,0
7AqE8L,1,0,4,14
7AqE8L,2,NA,NA,NA
7AqE8L,3,NA,NA,NA
7AqEjm,1,0,0,3
7AqEjm,2,0,1,0
7AqEjm,3,0,0,3
7AqEKE,1,1,2,17
7AqEKE,2,NA,NA,NA
7AqEKE,3,1,1,18
7AqGqp,1,0,5,19
7AqGqp,2,0,4,1
7AqGqp,3,0,5,2
7Aqlbo,1,0,0,15
7Aqlbo,2,0,3,6
7Aqlbo,3,0,2,8
7AqNOp,1,0,0,3
7AqNOp,2,0,3,3
7AqNOp,3,0,0,0
7AqOgy,1,0,3,2
7AqOgy,2,0,3,2
7AqOgy,3,0,3,4
7Aqrdk,1,NA,2,7
7Aqrdk,2,NA,4,8
7Aqrdk,3,NA,4,11
7AqrjL,1,0,6,9
7AqrjL,2,0,1,7
7AqrjL,3,NA,NA,NA
7AqrQL,1,0,4,14
7AqrQL,2,0,1,11
7AqrQL,3,0,1,10
7AqWnV,1,0,5,13
7AqWnV,2,0,4,15
7AqWnV,3,0,4,10
7AqyLE,1,0,1,0
7AqyLE,2,0,0,0
7AqyLE,3,0,0,0
7AR5VO,1,0,0,2
7AR5VO,2,0,0,4
7AR5VO,3,0,3,0
7AR8bo,1,NA,4,14
7AR8bo,2,0,4,6
7AR8bo,3,0,1,6
7AR8vN,1,0,2,2
7AR8vN,2,0,1,2
7AR8vN,3,0,0,1
7AR8yy,1,0,3,3
7AR8yy,2,0,0,1
7AR8yy,3,0,2,2
7ARaym,1,0,0,1
7ARaym,2,0,0,0
7ARaym,3,0,0,0
7ARgnp,1,0,5,7
7ARgnp,2,0,3,5
7ARgnp,3,0,2,4
7ARJrN,1,0,3,5
7ARJrN,2,0,3,8
7ARJrN,3,0,4,5
7ARryN,1,0,4,9
7ARryN,2,0,6,11
7ARryN,3,2,2,1
7ARwmL,1,0,0,0
7ARwmL,2,0,0,0
7ARwmL,3,0,0,0
7ARYJo,1,0,5,0
7ARYJo,2,0,0,0
7ARYJo,3,0,5,1
7ARYxV,1,0,2,0
7ARYxV,2,0,3,0
7ARYxV,3,0,3,0
7ARZk6,1,0,4,1
7ARZk6,2,0,0,0
7ARZk6,3,0,1,2
7AVd3y,1,0,0,1
7AVd3y,2,0,1,0
7AVd3y,3,0,1,0
7AVxm6,1,0,2,19
7AVxm6,2,NA,NA,NA
7AVxm6,3,NA,NA,NA
7Az3AN,1,0,1,2
7Az3AN,2,0,1,1
7Az3AN,3,0,0,1
7Az3Oy,1,0,0,0
7Az3Oy,2,0,0,0
7Az3Oy,3,0,0,0
7AzVjy,1,0,1,14
7AzVjy,2,0,3,7
7AzVjy,3,0,2,6
7AzVkk,1,0,1,0
7AzVkk,2,0,1,1
7AzVkk,3,0,1,0
7AzVqV,1,NA,6,16
7AzVqV,2,0,4,10
7AzVqV,3,NA,4,8
7AzVyy,1,0,2,12
7AzVyy,2,0,3,7
7AzVyy,3,0,2,5
7l13EL,1,2,4,24
7l13EL,2,NA,NA,NA
7l13EL,3,NA,NA,NA
7l13Pm,1,0,5,8
7l13Pm,2,0,2,8
7l13Pm,3,0,6,6
7l1jBa,1,0,3,0
7l1jBa,2,0,2,10
7l1jBa,3,0,3,13
7l1Ppr,1,0,5,10
7l1Ppr,2,0,5,15
7l1Ppr,3,0,4,9
7l1z0R,1,0,3,3
7l1z0R,2,0,1,1
7l1z0R,3,0,1,0
7l54vO,1,0,1,12
7l54vO,2,0,5,14
7l54vO,3,0,1,12
7l551m,1,0,0,0
7l551m,2,0,3,2
7l551m,3,0,1,1
7l59zB,1,0,0,0
7l59zB,2,0,0,0
7l59zB,3,0,0,0
7l5aOJ,1,0,6,10
7l5aOJ,2,0,6,11
7l5aOJ,3,0,4,12
7l5E9v,1,0,1,5
7l5E9v,2,0,0,4
7l5E9v,3,0,1,2
7l5Gnm,1,0,0,0
7l5Gnm,2,0,0,0
7l5Gnm,3,0,0,0
7l5Gv0,1,0,0,2
7l5Gv0,2,NA,NA,NA
7l5Gv0,3,0,0,2
7l5OKm,1,0,3,4
7l5OKm,2,0,2,3
7l5OKm,3,0,3,3
7l5wyB,1,0,3,0
7l5wyB,2,NA,NA,NA
7l5wyB,3,0,3,0
7lB35r,1,0,0,1
7lB35r,2,0,1,0
7lB35r,3,0,0,0
7lBEmL,1,0,2,2
7lBEmL,2,0,1,2
7lBEmL,3,0,2,1
7lBKyv,1,0,1,8
7lBKyv,2,1,4,9
7lBKyv,3,1,3,13
7lBM3J,1,0,0,4
7lBM3J,2,0,1,3
7lBM3J,3,0,0,7
7lBmaL,1,0,1,4
7lBmaL,2,1,2,2
7lBmaL,3,1,3,7
7lBmJR,1,0,3,13
7lBmJR,2,0,0,12
7lBmJR,3,0,0,13
7lBMov,1,0,4,18
7lBMov,2,0,3,14
7lBMov,3,0,6,16
7lBvrv,1,0,3,8
7lBvrv,2,0,2,4
7lBvrv,3,0,2,4
7lBzaa,1,0,6,4
7lBzaa,2,0,6,5
7lBzaa,3,0,4,9
7lkB0O,1,0,1,12
7lkB0O,2,0,4,5
7lkB0O,3,3,2,4
7lkb4m,1,0,0,3
7lkb4m,2,0,1,2
7lkb4m,3,0,2,6
7lkB5m,1,0,1,14
7lkB5m,2,0,2,13
7lkB5m,3,0,1,16
7lkBqv,1,0,4,8
7lkBqv,2,NA,NA,NA
7lkBqv,3,NA,NA,NA
7lko4p,1,0,0,0
7lko4p,2,0,0,0
7lko4p,3,0,0,0
7lkoJJ,1,0,6,13
7lkoJJ,2,0,3,9
7lkoJJ,3,1,2,6
7lkoMa,1,0,0,1
7lkoMa,2,0,0,1
7lkoMa,3,0,1,4
7lkozp,1,0,0,5
7lkozp,2,0,1,5
7lkozp,3,0,0,2
7loGOm,1,0,2,4
7loGOm,2,0,3,10
7loGOm,3,0,2,2
7lolwp,1,0,0,2
7lolwp,2,0,5,0
7lolwp,3,0,3,0
7loVZp,1,0,6,8
7loVZp,2,NA,NA,NA
7loVZp,3,NA,NA,NA
7lp35R,1,0,0,0
7lp35R,2,NA,NA,NA
7lp35R,3,NA,NA,NA
7lp3GO,1,0,0,0
7lp3GO,2,0,1,0
7lp3GO,3,0,0,0
7lp3kp,1,0,2,1
7lp3kp,2,0,1,1
7lp3kp,3,0,1,0
7lP4v7,1,0,4,17
7lP4v7,2,1,3,20
7lP4v7,3,2,4,20
7lpARJ,1,4,0,13
7lpARJ,2,4,0,14
7lpARJ,3,1,1,12
7lpD6a,1,0,3,14
7lpD6a,2,0,2,11
7lpD6a,3,0,1,10
7lpd6v,1,2,2,12
7lpd6v,2,2,4,13
7lpd6v,3,2,3,12
7lpLP0,1,NA,4,22
7lpLP0,2,0,1,7
7lpLP0,3,0,5,10
7lpMnJ,1,0,4,4
7lpMnJ,2,NA,NA,NA
7lpMnJ,3,NA,NA,NA
7lpnya,1,1,1,3
7lpnya,2,0,0,6
7lpnya,3,0,0,2
7lpOda,1,2,3,15
7lpOda,2,0,1,9
7lpOda,3,0,2,10
7lpOVm,1,0,0,0
7lpOVm,2,NA,NA,NA
7lpOVm,3,NA,NA,NA
7lpxBm,1,1,6,7
7lpxBm,2,1,4,6
7lpxBm,3,1,5,9
7lY60a,1,1,5,22
7lY60a,2,1,5,20
7lY60a,3,0,3,19
7lY8wm,1,0,4,4
7lY8wm,2,0,0,5
7lY8wm,3,0,1,1
7lYAb0,1,0,0,4
7lYAb0,2,0,1,3
7lYAb0,3,0,1,4
7lYblR,1,0,4,4
7lYblR,2,0,3,5
7lYblR,3,0,3,3
7lYjkr,1,0,6,3
7lYjkr,2,0,3,4
7lYjkr,3,2,2,11
7lYlwv,1,0,1,5
7lYlwv,2,0,1,0
7lYlwv,3,0,1,0
7lYM4B,1,0,0,0
7lYM4B,2,0,0,0
7lYM4B,3,0,0,0
7lYM9R,1,0,1,10
7lYM9R,2,0,1,10
7lYM9R,3,0,1,13
7lYMAv,1,0,2,2
7lYMAv,2,0,1,4
7lYMAv,3,0,1,4
7lYMGR,1,0,4,0
7lYMGR,2,0,1,4
7lYMGR,3,0,3,1
7lYMMr,1,0,2,19
7lYMMr,2,0,5,21
7lYMMr,3,1,3,17
7lYMrv,1,0,1,3
7lYMrv,2,0,2,7
7lYMrv,3,0,1,4
7lYMwO,1,0,0,3
7lYMwO,2,0,0,9
7lYMwO,3,0,0,0
7lYmZ0,1,0,5,15
7lYmZ0,2,NA,NA,NA
7lYmZ0,3,NA,NA,NA
7lYN1O,1,0,0,14
7lYN1O,2,0,2,11
7lYN1O,3,NA,NA,NA
7lYRpv,1,0,1,0
7lYRpv,2,0,0,0
7lYRpv,3,0,0,0
7lYv1O,1,0,4,14
7lYv1O,2,0,4,6
7lYv1O,3,0,6,7
7lyz02,1,0,0,0
7lyz02,2,0,0,0
7lyz02,3,0,0,0
7m08r0,1,0,1,0
7m08r0,2,0,0,0
7m08r0,3,0,0,2
7m0ppD,1,0,1,7
7m0ppD,2,0,5,14
7m0ppD,3,0,0,0
7m15Ko,1,0,2,1
7m15Ko,2,0,0,2
7m15Ko,3,0,0,2
7m18O8,1,0,3,0
7m18O8,2,0,1,0
7m18O8,3,0,1,1
7m1a1l,1,0,2,3
7m1a1l,2,0,1,0
7m1a1l,3,0,0,1
7m1x39,1,0,1,0
7m1x39,2,0,2,1
7m1x39,3,0,1,1
7m1xRZ,1,0,0,0
7m1xRZ,2,0,0,0
7m1xRZ,3,0,0,0
7m3Ax0,1,0,1,4
7m3Ax0,2,0,1,5
7m3Ax0,3,0,2,3
7m3Bvo,1,0,2,9
7m3Bvo,2,0,0,11
7m3Bvo,3,0,2,7
7m3zGG,1,0,3,22
7m3zGG,2,0,2,13
7m3zGG,3,0,3,22
7m3zmG,1,0,1,3
7m3zmG,2,0,0,2
7m3zmG,3,0,1,1
7mj4LA,1,0,3,17
7mj4LA,2,NA,NA,NA
7mj4LA,3,NA,NA,NA
7mj6dD,1,0,2,5
7mj6dD,2,0,0,4
7mj6dD,3,0,1,4
7mjBAG,1,0,3,8
7mjBAG,2,0,2,8
7mjBAG,3,0,6,16
7mjBb8,1,0,2,16
7mjBb8,2,2,3,7
7mjBb8,3,0,6,21
7mjE9A,1,0,3,9
7mjE9A,2,0,2,13
7mjE9A,3,0,1,13
7mjEP9,1,0,2,12
7mjEP9,2,0,2,6
7mjEP9,3,0,3,7
7mjg6w,1,0,3,11
7mjg6w,2,0,0,0
7mjg6w,3,0,4,1
7mjgbG,1,0,4,5
7mjgbG,2,0,4,2
7mjgbG,3,0,2,2
7mjgLD,1,0,0,0
7mjgLD,2,0,0,0
7mjgLD,3,0,0,0
7mjgND,1,0,1,2
7mjgND,2,0,1,1
7mjgND,3,0,1,3
7mjgYl,1,0,1,2
7mjgYl,2,0,3,1
7mjgYl,3,0,1,0
7mjgyw,1,0,0,0
7mjgyw,2,0,0,0
7mjgyw,3,0,1,0
7mjgZ9,1,0,0,0
7mjgZ9,2,0,0,0
7mjgZ9,3,0,0,0
7mjGZl,1,0,0,5
7mjGZl,2,0,0,5
7mjGZl,3,1,0,0
7mjOp9,1,0,1,1
7mjOp9,2,0,0,0
7mjOp9,3,0,0,1
7mjvz0,1,0,5,9
7mjvz0,2,NA,NA,NA
7mjvz0,3,0,5,10
7mk01w,1,0,0,2
7mk01w,2,0,0,1
7mk01w,3,0,0,2
7mk03D,1,0,4,14
7mk03D,2,0,3,7
7mk03D,3,0,4,10
7mk0B8,1,0,3,2
7mk0B8,2,0,3,2
7mk0B8,3,0,5,1
7mkra0,1,0,5,11
7mkra0,2,0,0,13
7mkra0,3,0,1,10
7mP0Rj,1,0,1,0
7mP0Rj,2,0,0,1
7mP0Rj,3,0,1,0
7mp4MD,1,0,0,3
7mp4MD,2,0,2,0
7mp4MD,3,0,1,0
7mP5WZ,1,0,3,0
7mP5WZ,2,0,1,0
7mP5WZ,3,3,1,0
7mp6kl,1,0,2,8
7mp6kl,2,0,3,14
7mp6kl,3,0,3,9
7mP6ol,1,0,0,3
7mP6ol,2,0,0,2
7mP6ol,3,NA,NA,NA
7mP6Qw,1,1,2,16
7mP6Qw,2,2,3,11
7mP6Qw,3,0,1,5
7mp889,1,0,4,2
7mp889,2,0,4,2
7mp889,3,0,3,2
7mPBQG,1,0,0,0
7mPBQG,2,0,0,0
7mPBQG,3,0,0,0
7mPgAG,1,0,0,3
7mPgAG,2,0,0,7
7mPgAG,3,0,0,4
7mPgK0,1,0,2,2
7mPgK0,2,0,0,7
7mPgK0,3,0,1,5
7mpJwG,1,0,4,8
7mpJwG,2,0,3,4
7mpJwG,3,0,6,8
7mPk9X,1,0,1,5
7mPk9X,2,0,1,0
7mPk9X,3,0,1,3
7mpKJ8,1,0,1,5
7mpKJ8,2,0,3,5
7mpKJ8,3,0,0,5
7mpL59,1,NA,0,10
7mpL59,2,0,0,2
7mpL59,3,1,0,7
7mpLzw,1,0,0,3
7mpLzw,2,0,4,0
7mpLzw,3,0,4,5
7mPOZ8,1,0,4,9
7mPOZ8,2,0,4,11
7mPOZ8,3,0,4,12
7mPpk0,1,0,3,14
7mPpk0,2,0,3,6
7mPpk0,3,0,3,20
7mPq3Z,1,2,6,22
7mPq3Z,2,4,6,24
7mPq3Z,3,1,6,21
7mpQao,1,0,2,3
7mpQao,2,NA,NA,NA
7mpQao,3,0,1,4
7mPqD8,1,0,4,3
7mPqD8,2,0,4,5
7mPqD8,3,NA,NA,NA
7mPqVw,1,0,2,10
7mPqVw,2,NA,NA,NA
7mPqVw,3,NA,NA,NA
7mPR58,1,0,2,5
7mPR58,2,0,1,1
7mPR58,3,0,2,2
7mPr9A,1,NA,0,7
7mPr9A,2,NA,2,7
7mPr9A,3,2,1,10
7mprb8,1,0,1,1
7mprb8,2,0,0,5
7mprb8,3,0,1,2
7mPrwj,1,0,3,11
7mPrwj,2,0,4,4
7mPrwj,3,0,5,8
7mPwn0,1,0,0,11
7mPwn0,2,NA,NA,NA
7mPwn0,3,NA,NA,NA
7mPywZ,1,0,6,0
7mPywZ,2,NA,NA,NA
7mPywZ,3,NA,NA,NA
7mpzkj,1,0,2,13
7mpzkj,2,0,0,5
7mpzkj,3,0,2,4
7mPZLD,1,0,4,7
7mPZLD,2,0,4,3
7mPZLD,3,0,3,2
7mPzPl,1,0,1,2
7mPzPl,2,0,1,2
7mPzPl,3,0,0,1
7mPzql,1,0,1,5
7mPzql,2,0,1,3
7mPzql,3,0,0,2
7Z9a43,1,3,0,10
7Z9a43,2,3,4,7
7Z9a43,3,3,4,6
7Z9aBw,1,0,0,0
7Z9aBw,2,0,0,1
7Z9aBw,3,0,0,0
7Z9amb,1,0,2,20
7Z9amb,2,0,0,19
7Z9amb,3,NA,NA,NA
7Z9awz,1,1,3,9
7Z9awz,2,NA,1,11
7Z9awz,3,NA,4,6
7Z9kxb,1,0,1,11
7Z9kxb,2,0,4,15
7Z9kxb,3,0,4,18
7Z9kYg,1,NA,0,8
7Z9kYg,2,NA,NA,NA
7Z9kYg,3,NA,NA,NA
7Z9w4z,1,0,5,9
7Z9w4z,2,0,3,11
7Z9w4z,3,0,4,10
7Z9w6z,1,0,4,4
7Z9w6z,2,NA,0,2
7Z9w6z,3,NA,0,7
7Z9wB3,1,1,6,23
7Z9wB3,2,NA,4,22
7Z9wB3,3,1,3,16
7Z9wZb,1,0,5,4
7Z9wZb,2,0,4,6
7Z9wZb,3,0,4,2
7Za0Nb,1,0,4,4
7Za0Nb,2,0,1,3
7Za0Nb,3,0,4,2
7Za9Lp,1,0,3,3
7Za9Lp,2,0,4,4
7Za9Lp,3,0,1,2
7Zalbz,1,0,1,4
7Zalbz,2,0,0,3
7Zalbz,3,0,2,5
7Zj1PQ,1,1,6,24
7Zj1PQ,2,3,3,14
7Zj1PQ,3,NA,NA,NA
7Zj1R6,1,0,2,10
7Zj1R6,2,NA,NA,NA
7Zj1R6,3,NA,NA,NA
7Zj1Yw,1,0,3,8
7Zj1Yw,2,0,2,2
7Zj1Yw,3,0,2,4
7Zja3z,1,0,3,16
7Zja3z,2,0,2,8
7Zja3z,3,0,2,16
7Zjg3Q,1,0,1,0
7Zjg3Q,2,0,1,0
7Zjg3Q,3,0,0,3
7ZjgBd,1,0,1,3
7ZjgBd,2,0,3,1
7ZjgBd,3,NA,NA,NA
7ZjgGz,1,0,5,12
7ZjgGz,2,NA,NA,NA
7ZjgGz,3,NA,NA,NA
7ZjgLv,1,0,2,7
7ZjgLv,2,0,6,13
7ZjgLv,3,0,5,17
7Zjglz,1,0,0,0
7Zjglz,2,NA,NA,NA
7Zjglz,3,NA,NA,NA
7ZjJrg,1,0,0,6
7ZjJrg,2,0,0,2
7ZjJrg,3,0,0,2
7ZjK3x,1,0,6,7
7ZjK3x,2,NA,NA,NA
7ZjK3x,3,0,6,4
7ZjK4v,1,0,0,0
7ZjK4v,2,0,0,1
7ZjK4v,3,0,0,1
7ZjK6v,1,0,0,5
7ZjK6v,2,0,2,10
7ZjK6v,3,0,2,10
7ZjK93,1,0,5,4
7ZjK93,2,0,1,6
7ZjK93,3,0,3,3
7ZjKWw,1,0,0,0
7ZjKWw,2,0,0,2
7ZjKWw,3,0,4,6
7ZjKy3,1,0,1,3
7ZjKy3,2,0,1,2
7ZjKy3,3,NA,NA,NA
7ZjMAg,1,2,3,22
7ZjMAg,2,0,1,14
7ZjMAg,3,NA,NA,NA
7ZjMog,1,0,0,14
7ZjMog,2,NA,0,19
7ZjMog,3,0,1,11
7ZjN9v,1,0,0,0
7ZjN9v,2,0,0,0
7ZjN9v,3,0,2,1
7ZjNG3,1,0,0,0
7ZjNG3,2,0,0,0
7ZjNG3,3,0,6,0
7ZjnOw,1,NA,3,12
7ZjnOw,2,0,5,16
7ZjnOw,3,0,5,16
7Zjnpb,1,0,2,8
7Zjnpb,2,0,0,8
7Zjnpb,3,0,2,5
7ZjNVp,1,0,4,6
7ZjNVp,2,1,6,12
7ZjNVp,3,0,0,0
7Zjqbp,1,0,3,17
7Zjqbp,2,NA,NA,NA
7Zjqbp,3,NA,NA,NA
7Zjqgd,1,0,3,17
7Zjqgd,2,0,6,8
7Zjqgd,3,0,4,15
7ZjQKg,1,4,6,21
7ZjQKg,2,NA,6,16
7ZjQKg,3,3,6,18
7ZjQMp,1,0,0,0
7ZjQMp,2,0,0,0
7ZjQMp,3,0,0,0
7ZjqQb,1,0,2,13
7ZjqQb,2,2,2,6
7ZjqQb,3,0,4,11
7ZjRrb,1,0,5,12
7ZjRrb,2,NA,NA,NA
7ZjRrb,3,NA,NA,NA
7ZjvDv,1,0,4,3
7ZjvDv,2,0,4,4
7ZjvDv,3,0,4,13
7ZjvR6,1,0,3,4
7ZjvR6,2,NA,NA,NA
7ZjvR6,3,NA,NA,NA
7ZjwPw,1,0,4,5
7ZjwPw,2,0,0,3
7ZjwPw,3,0,3,1
7Zjy3p,1,0,6,18
7Zjy3p,2,0,5,16
7Zjy3p,3,0,6,22
7ZjZ66,1,0,4,12
7ZjZ66,2,0,3,10
7ZjZ66,3,0,3,5
7ZjZaw,1,0,0,0
7ZjZaw,2,0,0,0
7ZjZaw,3,0,1,0
7Zkp3x,1,0,2,18
7Zkp3x,2,0,4,18
7Zkp3x,3,0,0,21
7ZkpZv,1,0,4,8
7ZkpZv,2,3,4,11
7ZkpZv,3,0,2,8
7Zkvrx,1,0,0,1
7Zkvrx,2,NA,NA,NA
7Zkvrx,3,0,0,1
7ZL0kw,1,0,4,2
7ZL0kw,2,NA,2,4
7ZL0kw,3,0,3,5
7ZL66w,1,NA,1,0
7ZL66w,2,0,0,1
7ZL66w,3,0,0,3
7ZL8Qz,1,0,5,4
7ZL8Qz,2,0,6,9
7ZL8Qz,3,0,5,7
7ZLAJ6,1,2,5,14
7ZLAJ6,2,3,4,15
7ZLAJ6,3,3,6,13
7ZLbk3,1,0,1,2
7ZLbk3,2,0,2,3
7ZLbk3,3,0,0,0
7ZLdMb,1,2,2,17
7ZLdMb,2,2,2,15
7ZLdMb,3,2,3,17
7ZLDyd,1,0,4,13
7ZLDyd,2,0,4,17
7ZLDyd,3,0,5,19
7ZLjlb,1,0,1,14
7ZLjlb,2,0,1,11
7ZLjlb,3,NA,NA,NA
7ZLL4Q,1,0,1,4
7ZLL4Q,2,0,0,5
7ZLL4Q,3,0,1,5
7ZLl6z,1,2,4,18
7ZLl6z,2,3,6,17
7ZLl6z,3,3,2,17
7ZLPaw,1,0,0,0
7ZLPaw,2,0,3,0
7ZLPaw,3,0,0,0
7ZLVW6,1,0,2,7
7ZLVW6,2,0,2,2
7ZLVW6,3,0,1,4
7ZLVxw,1,0,1,3
7ZLVxw,2,0,1,0
7ZLVxw,3,0,0,0
7ZLWwv,1,0,3,0
7ZLWwv,2,0,1,0
7ZLWwv,3,0,2,0
7ZLxmw,1,0,4,7
7ZLxmw,2,0,0,0
7ZLxmw,3,0,2,12
7ZLxV3,1,0,1,5
7ZLxV3,2,0,2,4
7ZLxV3,3,0,0,5
7ZV5rv,1,0,0,0
7ZV5rv,2,0,0,0
7ZV5rv,3,0,0,0
7ZV6Kb,1,0,0,4
7ZV6Kb,2,0,1,8
7ZV6Kb,3,0,0,6
7ZV6V3,1,0,4,20
7ZV6V3,2,0,5,18
7ZV6V3,3,0,3,11
7ZV80b,1,0,0,4
7ZV80b,2,0,2,1
7ZV80b,3,0,2,2
7ZV8Rx,1,0,3,7
7ZV8Rx,2,0,3,0
7ZV8Rx,3,NA,3,11
7ZVBgQ,1,0,0,0
7ZVBgQ,2,0,0,0
7ZVBgQ,3,0,0,0
7ZVdQp,1,0,1,1
7ZVdQp,2,0,0,2
7ZVdQp,3,0,2,1
7ZVljg,1,0,4,11
7ZVljg,2,0,3,9
7ZVljg,3,0,4,3
7ZVM0b,1,0,6,5
7ZVM0b,2,0,2,8
7ZVM0b,3,0,1,6
7ZVMpz,1,0,3,3
7ZVMpz,2,0,2,3
7ZVMpz,3,0,3,5
7ZVMVd,1,0,1,2
7ZVMVd,2,0,3,3
7ZVMVd,3,0,1,0
7ZVmzb,1,0,3,7
7ZVmzb,2,0,4,6
7ZVmzb,3,0,4,9
7ZVOMz,1,0,6,17
7ZVOMz,2,0,4,9
7ZVOMz,3,0,0,11
7ZVpzb,1,0,1,3
7ZVpzb,2,0,1,1
7ZVpzb,3,0,0,2
7ZVQlg,1,0,1,0
7ZVQlg,2,0,0,0
7ZVQlg,3,0,1,0
7ZVwz7,1,0,2,8
7ZVwz7,2,0,4,5
7ZVwz7,3,0,3,2
7ZVz4g,1,0,0,0
7ZVz4g,2,0,0,0
7ZVz4g,3,0,0,1
7ZVzDz,1,0,1,5
7ZVzDz,2,0,3,6
7ZVzDz,3,0,2,11
7ZVznx,1,0,2,3
7ZVznx,2,0,2,2
7ZVznx,3,0,2,4
7ZVzQp,1,0,5,5
7ZVzQp,2,0,2,0
7ZVzQp,3,NA,NA,NA
7ZVzWd,1,0,0,0
7ZVzWd,2,0,1,0
7ZVzWd,3,0,2,0
7ZVzYv,1,0,1,0
7ZVzYv,2,0,0,0
7ZVzYv,3,NA,NA,NA
7Zx1Qw,1,0,4,19
7Zx1Qw,2,1,3,12
7Zx1Qw,3,0,4,12
7Zx53w,1,0,6,12
7Zx53w,2,0,4,14
7Zx53w,3,0,4,7
7ZxEab,1,0,0,7
7ZxEab,2,0,3,7
7ZxEab,3,0,4,12
7ZxEEQ,1,0,0,1
7ZxEEQ,2,NA,4,3
7ZxEEQ,3,NA,0,0
7ZxgYx,1,0,0,0
7ZxgYx,2,0,1,0
7ZxgYx,3,0,1,0
7ZxnKb,1,0,4,16
7ZxnKb,2,0,4,10
7ZxnKb,3,0,2,11
7Zxy3v,1,0,0,8
7Zxy3v,2,0,0,9
7Zxy3v,3,0,0,9
7Zxyld,1,1,3,13
7Zxyld,2,0,0,12
7Zxyld,3,0,2,10
aepaGX,1,0,0,0
aepaGX,2,0,0,0
aepaGX,3,0,0,0
e03w02,1,0,2,0
e03w02,2,0,3,3
e03w02,3,0,1,0
e041P3,1,0,0,10
e041P3,2,0,0,2
e041P3,3,0,0,3
e0454J,1,0,2,10
e0454J,2,0,2,6
e0454J,3,0,2,12
e046Dr,1,0,2,10
e046Dr,2,0,3,9
e046Dr,3,0,1,10
e048v9,1,0,4,6
e048v9,2,0,3,9
e048v9,3,0,3,4
e04dgK,1,0,6,24
e04dgK,2,0,5,20
e04dgK,3,0,6,22
e04J6J,1,0,2,1
e04J6J,2,0,2,1
e04J6J,3,0,3,0
e04N1K,1,0,2,5
e04N1K,2,0,1,5
e04N1K,3,NA,2,7
e04Ngr,1,0,0,0
e04Ngr,2,0,0,0
e04Ngr,3,0,0,0
e04nkJ,1,0,3,6
e04nkJ,2,NA,NA,NA
e04nkJ,3,0,2,0
e04NpK,1,0,1,3
e04NpK,2,0,0,4
e04NpK,3,NA,NA,NA
e04nw3,1,0,5,15
e04nw3,2,NA,5,11
e04nw3,3,NA,NA,NA
e04nYQ,1,0,6,11
e04nYQ,2,0,6,21
e04nYQ,3,0,4,18
e04p3r,1,0,6,15
e04p3r,2,NA,NA,NA
e04p3r,3,NA,NA,NA
e04VYr,1,0,0,6
e04VYr,2,0,0,6
e04VYr,3,0,1,6
e04yGr,1,0,2,11
e04yGr,2,1,3,11
e04yGr,3,1,1,4
e04z90,1,0,4,10
e04z90,2,0,2,7
e04z90,3,1,0,10
e04zZ3,1,0,4,3
e04zZ3,2,0,3,5
e04zZ3,3,0,1,0
e0aB9X,1,NA,6,7
e0aB9X,2,NA,NA,NA
e0aB9X,3,NA,3,0
e0DaMK,1,0,3,0
e0DaMK,2,0,0,0
e0DaMK,3,0,1,0
e0kNJ9,1,0,0,0
e0kNJ9,2,NA,NA,NA
e0kNJ9,3,0,1,4
e0L06B,1,0,0,3
e0L06B,2,NA,NA,NA
e0L06B,3,0,0,1
e0L08r,1,0,3,0
e0L08r,2,0,1,1
e0L08r,3,NA,NA,NA
e0L0JB,1,0,0,0
e0L0JB,2,0,0,0
e0L0JB,3,0,0,0
e0L0pB,1,0,1,2
e0L0pB,2,0,0,3
e0L0pB,3,0,1,2
e0L0qJ,1,0,0,0
e0L0qJ,2,0,0,0
e0L0qJ,3,0,0,0
e0L0RQ,1,0,0,1
e0L0RQ,2,0,0,3
e0L0RQ,3,0,0,6
e0L0YQ,1,0,0,2
e0L0YQ,2,0,2,3
e0L0YQ,3,0,1,4
e0LOAB,1,0,0,8
e0LOAB,2,0,1,9
e0LOAB,3,0,0,0
e0LrWJ,1,0,0,0
e0LrWJ,2,0,0,1
e0LrWJ,3,0,0,0
e0LrY0,1,0,1,3
e0LrY0,2,0,3,3
e0LrY0,3,0,1,2
