"family.id" "animal.id" "vessel" "date" "length" "weight" "sex" "month"
2003004 2377  7 15942 13.60 0.0337 "f"  5
2003004 2377  7 15971 17.60 0.0745 "f"  6
2003004 2377  7 16008 21.00 0.1252 "f"  7
2003004 2377  7 16034 22.80 0.1600 "f"  8
2003004 2377  7 16055 24.90 0.2211 "f"  9
2003004 2377  7 16105 31.00 0.5114 "f" 11
2003004 2379  7 15942 15.50 0.0449 "m"  5
2003004 2379  7 15971 19.50 0.1028 "m"  6
2003004 2379  7 16008 23.30 0.1725 "m"  7
2003004 2379  7 16034 26.30 0.2614 "m"  8
2003004 2379  7 16055 29.40 0.3735 "m"  9
2003004 2379  7 16105 37.50 0.8562 "m" 11
2003004 2380  7 15942 14.10 0.0366 "f"  5
2003004 2380  7 15971 18.50 0.0860 "f"  6
2003004 2380  7 16008 22.30 0.1455 "f"  7
2003004 2380  7 16034 24.60 0.2016 "f"  8
2003004 2380  7 16055 27.40 0.2965 "f"  9
2003004 2380  7 16105 34.50 0.6714 "f" 11
2003004 2381 36 15942 15.20 0.0468 "m"  5
2003004 2381 36 15970 19.60 0.1098 "m"  6
2003004 2381 36 16008 24.10 0.1913 "m"  7
2003004 2381 36 16034 26.60 0.2532 "m"  8
2003004 2381 36 16055 29.20 0.3571 "m"  9
2003004 2381 36 16106 36.55 0.7550 "m" 11
2003004 2383 36 15942 12.30 0.0269 "f"  5
2003004 2383 36 15970 16.10 0.0668 "f"  6
2003004 2383 36 16009 19.60 0.1012 "f"  7
2003004 2383 36 16034 21.90 0.1497 "f"  8
2003004 2383 36 16055 24.50 0.2246 "f"  9
2003004 2383 36 16106 31.65 0.5371 "f" 11
2003004 2384  7 15942 15.00 0.0468 "f"  5
2003004 2384  7 15971 20.20 0.1199 "f"  6
2003004 2384  7 16008 24.50 0.2032 "f"  7
2003004 2384  7 16034 27.50 0.2824 "f"  8
2003004 2384  7 16055 30.00 0.3871 "f"  9
2003004 2384  7 16105 37.00 0.8203 "f" 11
2003004 2385 36 15942 16.20 0.0619 "f"  5
2003004 2385 36 15970 19.30 0.1145 "f"  6
2003004 2385 36 16009 22.90 0.1782 "f"  7
2003004 2385 36 16034 25.20 0.2369 "f"  8
2003004 2385 36 16055 26.90 0.3019 "f"  9
2003004 2385 36 16106 32.10 0.5849 "f" 11
2003004 2386 16 15942 14.20 0.0408 "f"  5
2003004 2386 16 15971 18.50 0.0968 "f"  6
2003004 2386 16 16007 22.00 0.1681 "f"  7
2003004 2386 16 16033 25.90 0.2551 "f"  8
2003004 2386 16 16054 26.60 0.3075 "f"  9
2003004 2386 16 16110 34.00 0.6120 "f" 11
2003004 2387  7 15942 12.80 0.0362 "f"  5
2003004 2387  7 15971 16.50 0.0815 "f"  6
2003004 2387  7 16008 19.60 0.1354 "f"  7
2003004 2387  7 16034 22.10 0.1892 "f"  8
2003004 2387  7 16055 24.20 0.2552 "f"  9
2003004 2387  7 16105 29.75 0.5558 "f" 11
2003004 2388  7 15942 13.10 0.0334 "m"  5
2003004 2388  7 15971 17.80 0.0815 "m"  6
2003004 2388  7 16008 21.80 0.1519 "m"  7
2003004 2388  7 16034 24.80 0.2270 "m"  8
2003004 2388  7 16055 27.80 0.3397 "m"  9
2003004 2388  7 16105 35.00 0.7434 "m" 11
2003004 2389 36 15942 14.80 0.0477 "m"  5
2003004 2389 36 15970 19.40 0.1141 "m"  6
2003004 2389 36 16009 23.40 0.1940 "m"  7
2003004 2389 36 16034 26.50 0.2700 "m"  8
2003004 2389 36 16055 28.90 0.3730 "m"  9
2003004 2389 36 16106 36.10 0.7637 "m" 11
2003004 2390 16 15942 14.50 0.0400 "f"  5
2003004 2390 16 15971 18.90 0.0933 "f"  6
2003004 2390 16 16007 22.60 0.1659 "f"  7
2003004 2390 16 16033 25.60 0.2387 "f"  8
2003004 2390 16 16054 27.60 0.3121 "f"  9
2003004 2390 16 16111 34.70 0.6254 "f" 11
2003004 2391 36 15942 14.30 0.0411 "f"  5
2003004 2391 36 15970 18.40 0.0961 "f"  6
2003004 2391 36 16009 22.20 0.1605 "f"  7
2003004 2391 36 16034 24.90 0.2317 "f"  8
2003004 2391 36 16055 27.20 0.3271 "f"  9
2003004 2391 36 16106 34.90 0.7555 "f" 11
2003004 2392 16 15942 14.90 0.0433 "f"  5
2003004 2392 16 15971 19.40 0.0989 "f"  6
2003004 2392 16 16007 23.60 0.1763 "f"  7
2003004 2392 16 16033 26.40 0.2469 "f"  8
2003004 2392 16 16054 29.20 0.3518 "f"  9
2003004 2392 16 16110 37.00 0.7713 "f" 11
2003004 2393 16 15942 12.90 0.0287 "f"  5
2003004 2393 16 15972 17.10 0.0670 "f"  6
2003004 2393 16 16007 21.00 0.1244 "f"  7
2003004 2393 16 16033 23.80 0.1935 "f"  8
2003004 2393 16 16054 27.00 0.2913 "f"  9
2003004 2393 16 16111 35.10 0.6419 "f" 11
2003004 2394  7 15942 15.60 0.0568 "m"  5
2003004 2394  7 15971 20.70 0.1375 "m"  6
2003004 2394  7 16008 25.10 0.2481 "m"  7
2003004 2394  7 16034 28.40 0.3542 "m"  8
2003004 2394  7 16055 31.30 0.4879 "m"  9
2003004 2394  7 16105 38.90 1.0283 "m" 11
2003004 2395  7 15942 15.80 0.0605 "f"  5
2003004 2395  7 15971 20.60 0.1394 "f"  6
2003004 2395  7 16008 25.00 0.2251 "f"  7
2003004 2395  7 16034 27.40 0.3189 "f"  8
2003004 2395  7 16055 29.30 0.3998 "f"  9
2003004 2395  7 16105 36.50 0.8739 "f" 11
2003004 2396 16 15942 14.00 0.0392 "f"  5
2003004 2396 16 15971 18.10 0.0882 "f"  6
2003004 2396 16 16007 22.00 0.1582 "f"  7
2003004 2396 16 16054 27.60 0.3610 "f"  9
2003004 2396 16 16111 35.50 0.7709 "f" 11
2003004 2397 16 15942 12.60 0.0270 "f"  5
2003004 2397 16 15971 16.70 0.0626 "f"  6
2003004 2397 16 16007 20.10 0.1113 "f"  7
2003004 2397 16 16033 23.20 0.1760 "f"  8
2003004 2397 16 16054 26.30 0.2669 "f"  9
2003004 2397 16 16111 34.00 0.6148 "f" 11
2003004 3012 36 15970 19.40 0.1041 "m"  6
2003004 3012 36 16008 23.10 0.1749 "m"  7
2003004 3012 36 16034 26.00 0.2536 "m"  8
2003004 3012 36 16055 28.50 0.3407 "m"  9
2003004 3012 36 16106 35.70 0.7532 "m" 11
2003004 3013 16 15971 18.60 0.0988 "f"  6
2003004 3013 16 16007 22.70 0.1739 "f"  7
2003004 3013 16 16033 25.50 0.2549 "f"  8
2003004 3013 16 16054 28.10 0.3452 "f"  9
2003004 3013 16 16111 36.10 0.7776 "f" 11
2003004 3014 16 15971 19.50 0.0948 "f"  6
2003004 3014 16 16007 23.10 0.1665 "f"  7
2003004 3014 16 16033 25.60 0.2206 "f"  8
2003004 3014 16 16054 28.40 0.3095 "f"  9
2003004 3014 16 16111 35.50 0.6482 "f" 11
2003004 3015 16 15971 19.30 0.0961 "f"  6
2003004 3015 16 16007 23.10 0.1613 "f"  7
2003004 3015 16 16033 25.50 0.2199 "f"  8
2003004 3015 16 16054 27.70 0.2983 "f"  9
2003004 3015 16 16111 35.00 0.5712 "f" 11
2003004 3769 15 15970 20.00 0.1109 "f"  6
2003004 3769 15 16006 22.90 0.1692 "f"  7
2003004 3769 15 16033 25.60 0.2360 "f"  8
2003004 3769 15 16054 28.00 0.3208 "f"  9
2003004 3769 15 16110 35.20 0.6867 "f" 11
2003008 2398 15 15943 15.00 0.0440 "f"  5
2003008 2398 15 15974 18.50 0.0839 "f"  6
2003008 2398 15 16006 21.50 0.1339 "f"  7
2003008 2398 15 16033 24.10 0.1806 "f"  8
2003008 2398 15 16054 26.50 0.2526 "f"  9
2003008 2398 15 16110 33.55 0.5385 "f" 11
2003008 2400 15 15943 16.20 0.0576 "m"  5
2003008 2400 15 15974 20.40 0.1201 "m"  6
2003008 2400 15 16006 24.10 0.2132 "m"  7
2003008 2400 15 16033 27.60 0.3163 "m"  8
2003008 2400 15 16054 30.80 0.4340 "m"  9
2003008 2400 15 16110 38.80 0.9031 "m" 11
2003008 2401 15 15943 15.80 0.0526 "f"  5
2003008 2401 15 15974 16.80 0.0615 "f"  6
2003008 2401 15 16006 22.80 0.1760 "f"  7
2003008 2401 15 16033 26.50 0.2429 "f"  8
2003008 2401 15 16054 28.40 0.3145 "f"  9
2003008 2401 15 16110 35.80 0.6502 "f" 11
2003008 2403 16 15943 14.70 0.0399 "f"  5
2003008 2403 16 15971 18.90 0.0888 "f"  6
2003008 2403 16 16007 22.90 0.1513 "f"  7
2003008 2403 16 16054 28.00 0.2955 "f"  9
2003008 2403 16 16110 36.00 0.6665 "f" 11
2003008 2404 15 15943 15.40 0.0501 "m"  5
2003008 2404 15 15974 19.50 0.1085 "m"  6
2003008 2404 15 16006 22.80 0.1793 "m"  7
2003008 2404 15 16033 26.00 0.2515 "m"  8
2003008 2404 15 16054 28.50 0.3518 "m"  9
2003008 2404 15 16110 37.00 0.7774 "m" 11
2003008 2405 15 15943 13.40 0.0320 "m"  5
2003008 2405 15 15974 17.10 0.0713 "m"  6
2003008 2405 15 16006 20.50 0.1246 "m"  7
2003008 2405 15 16033 23.20 0.1878 "m"  8
2003008 2405 15 16054 26.20 0.2765 "m"  9
2003008 2405 15 16110 33.90 0.6107 "m" 11
2003008 2406 16 15943 14.50 0.0415 "m"  5
2003008 2406 16 15971 18.10 0.0851 "m"  6
2003008 2406 16 16007 21.40 0.1439 "m"  7
2003008 2406 16 16033 24.00 0.2001 "m"  8
2003008 2406 16 16054 26.70 0.2903 "m"  9
2003008 2406 16 16110 35.00 0.6563 "m" 11
2003008 2407 16 15943 13.90 0.0340 "f"  5
2003008 2407 16 15971 18.00 0.0796 "f"  6
2003008 2407 16 16007 21.90 0.1452 "f"  7
2003008 2407 16 16033 25.00 0.2167 "f"  8
2003008 2407 16 16054 27.00 0.2814 "f"  9
2003008 2407 16 16110 34.00 0.5896 "f" 11
2003008 2408  7 15943 15.30 0.0516 "f"  5
2003008 2408  7 15971 17.00 0.0658 "f"  6
2003008 2408  7 16008 20.70 0.1176 "f"  7
2003008 2408  7 16034 23.40 0.1713 "f"  8
2003008 2408  7 16055 25.40 0.2415 "f"  9
2003008 2408  7 16105 33.30 0.5611 "f" 11
2003008 2409  7 15943 12.40 0.0265 "f"  5
2003008 2409  7 15971 16.30 0.0648 "f"  6
2003008 2409  7 16008 19.30 0.1098 "f"  7
2003008 2409  7 16034 21.10 0.1456 "f"  8
2003008 2409  7 16055 23.30 0.1932 "f"  9
2003008 2409  7 16105 29.10 0.4497 "f" 11
2003008 2410  7 15943 13.60 0.0349 "m"  5
2003008 2410  7 15971 17.50 0.0751 "m"  6
2003008 2410  7 16008 20.90 0.1240 "m"  7
2003008 2410  7 16034 23.40 0.1793 "m"  8
2003008 2410  7 16055 25.60 0.2495 "m"  9
2003008 2410  7 16105 32.50 0.5421 "m" 11
2003008 2411 15 15943 13.20 0.0309 "f"  5
2003008 2411 15 15974 17.60 0.0761 "f"  6
2003008 2411 15 16006 21.40 0.1344 "f"  7
2003008 2411 15 16033 23.90 0.1909 "f"  8
2003008 2411 15 16054 26.80 0.2792 "f"  9
2003008 2411 15 16110 34.45 0.6259 "f" 11
2003008 2412 15 15943 14.50 0.0432 "f"  5
2003008 2412 15 15974 18.50 0.0909 "f"  6
2003008 2412 15 16006 22.20 0.1657 "f"  7
2003008 2412 15 16033 24.50 0.2091 "f"  8
2003008 2412 15 16054 26.80 0.2795 "f"  9
2003008 2412 15 16110 34.55 0.6335 "f" 11
2003008 2413 15 15943 14.10 0.0396 "f"  5
2003008 2413 15 15974 18.60 0.0865 "f"  6
2003008 2413 15 16006 20.10 0.1401 "f"  7
2003008 2413 15 16033 22.00 0.1764 "f"  8
2003008 2413 15 16054 24.30 0.2512 "f"  9
2003008 2413 15 16110 29.00 0.4714 "f" 11
2003008 2414  7 15943 15.20 0.0441 "f"  5
2003008 2414  7 15971 19.30 0.0982 "f"  6
2003008 2414  7 16008 23.40 0.1659 "f"  7
2003008 2414  7 16034 26.00 0.2334 "f"  8
2003008 2414  7 16055 28.10 0.3009 "f"  9
2003008 2414  7 16105 35.75 0.7140 "f" 11
2003008 2415 15 15943 14.20 0.0372 "f"  5
2003008 2415 15 15971 17.50 0.0856 "f"  6
2003008 2415 15 16006 22.30 0.1516 "f"  7
2003008 2415 15 16033 25.40 0.2245 "f"  8
2003008 2415 15 16054 28.60 0.3259 "f"  9
2003008 2415 15 16110 37.50 0.7962 "f" 11
2003008 2416 16 15943 16.00 0.0494 "f"  5
2003008 2416 16 15971 20.10 0.1060 "f"  6
2003008 2416 16 16007 23.60 0.1681 "f"  7
2003008 2416 16 16033 26.10 0.2363 "f"  8
2003008 2416 16 16054 29.20 0.3289 "f"  9
2003008 2416 16 16111 36.50 0.7145 "f" 11
2003008 2417  7 15943 15.10 0.0478 "f"  5
2003008 2417  7 15971 19.50 0.1091 "f"  6
2003008 2417  7 16008 23.40 0.1860 "f"  7
2003008 2417  7 16034 26.90 0.2759 "f"  8
2003008 2417  7 16055 29.80 0.3882 "f"  9
2003008 2417  7 16105 37.35 0.9273 "f" 11
2003008 2420 16 15943 15.10 0.0465 "m"  5
2003008 2420 16 15971 19.00 0.0983 "m"  6
2003008 2420 16 16007 23.20 0.1761 "m"  7
2003008 2420 16 16033 26.10 0.2502 "m"  8
2003008 2420 16 16054 28.50 0.3427 "m"  9
2003008 2420 16 16111 36.10 0.7265 "m" 11
2003008 2421 16 15943 17.30 0.0667 "m"  5
2003008 2421 16 15974 21.00 0.1335 "m"  6
2003008 2421 16 16007 25.50 0.2273 "m"  7
2003008 2421 16 16033 28.20 0.3162 "m"  8
2003008 2421 16 16054 30.50 0.4049 "m"  9
2003008 2421 16 16110 38.00 0.8444 "m" 11
2003008 2422 15 15943 16.50 0.0601 "m"  5
2003008 2422 15 15974 21.60 0.1373 "m"  6
2003008 2422 15 16006 26.00 0.2580 "m"  7
2003008 2422 15 16033 29.10 0.3548 "m"  8
2003008 2422 15 16054 32.10 0.4769 "m"  9
2003008 2422 15 16110 39.55 0.9699 "m" 11
2003008 2423 15 15943 14.60 0.0360 "f"  5
2003008 2423 15 15974 17.10 0.0731 "f"  6
2003008 2423 15 16006 22.30 0.1440 "f"  7
2003008 2423 15 16033 25.00 0.2019 "f"  8
2003008 2423 15 16054 27.60 0.2820 "f"  9
2003008 2423 15 16110 34.60 0.5871 "f" 11
2003008 2424 16 15943 15.90 0.0563 "f"  5
2003008 2424 16 15971 20.00 0.1183 "f"  6
2003008 2424 16 16007 24.20 0.2077 "f"  7
2003008 2424 16 16033 27.00 0.2864 "f"  8
2003008 2424 16 16054 28.90 0.3677 "f"  9
2003008 2424 16 16111 36.00 0.7677 "f" 11
2003008 2425 16 15943 15.80 0.0423 "f"  5
2003008 2425 16 15971 18.90 0.0911 "f"  6
2003008 2425 16 16007 21.90 0.1614 "f"  7
2003008 2425 16 16033 25.20 0.2294 "f"  8
2003008 2425 16 16054 28.10 0.3235 "f"  9
2003008 2425 16 16111 36.20 0.7371 "f" 11
2003008 2426 16 15943 15.30 0.0468 "f"  5
2003008 2426 16 15971 19.00 0.0943 "f"  6
2003008 2426 16 16007 22.30 0.1539 "f"  7
2003008 2426 16 16033 24.50 0.2722 "f"  8
2003008 2426 16 16054 27.10 0.3017 "f"  9
2003008 2426 16 16110 38.50 0.5785 "f" 11
2003008 2427  7 15943 15.50 0.0491 "f"  5
2003008 2427  7 15971 20.00 0.1078 "f"  6
2003008 2427  7 16008 23.40 0.1773 "f"  7
2003008 2427  7 16034 26.20 0.2432 "f"  8
2003008 2427  7 16055 28.10 0.3193 "f"  9
2003008 2427  7 16105 35.90 0.7170 "f" 11
2003008 2428  7 15943 14.60 0.0400 "f"  5
2003008 2428  7 15971 18.40 0.0851 "f"  6
2003008 2428  7 16008 21.60 0.1344 "f"  7
2003008 2428  7 16034 23.80 0.1859 "f"  8
2003008 2428  7 16055 25.60 0.2326 "f"  9
2003008 2428  7 16105 32.10 0.5408 "f" 11
2003008 2430  7 15943 13.60 0.0329 "f"  5
2003008 2430  7 15971 17.80 0.0785 "f"  6
2003008 2430  7 16008 21.70 0.1330 "f"  7
2003008 2430  7 16034 24.20 0.1878 "f"  8
2003008 2430  7 16055 26.80 0.2662 "f"  9
2003008 2430  7 16105 34.55 0.6087 "f" 11
2003008 2432 15 15943 14.00 0.0356 "m"  5
2003008 2432 15 15974 18.80 0.0990 "m"  6
2003008 2432 15 16006 21.80 0.1414 "m"  7
2003008 2432 15 16033 24.60 0.2148 "m"  8
2003008 2432 15 16054 27.60 0.2971 "m"  9
2003008 2432 15 16110 35.60 0.6627 "m" 11
2003008 2433  7 15971 16.70 0.0635 "m"  6
2003008 2433  7 16008 20.00 0.1058 "m"  7
2003008 2433  7 16034 22.70 0.1551 "m"  8
2003008 2433  7 16055 24.60 0.2111 "m"  9
2003008 2433  7 16105 32.55 0.5215 "m" 11
2003008 2439 16 15943 14.40 0.0389 "f"  5
2003008 2439 16 15974 18.50 0.0847 "f"  6
2003008 2439 16 16007 22.30 0.1476 "f"  7
2003008 2439 16 16036 25.30 0.2151 "f"  8
2003008 2439 16 16054 27.80 0.2982 "f"  9
2003008 2439 16 16110 35.60 0.6180 "f" 11
2003008 2441 16 15943 12.90 0.0276 "f"  5
2003008 2441 16 15974 16.40 0.0569 "f"  6
2003008 2441 16 16007 19.80 0.1054 "f"  7
2003008 2441 16 16033 22.90 0.1614 "f"  8
2003008 2441 16 16054 24.70 0.2112 "f"  9
2003008 2441 16 16110 31.80 0.4691 "f" 11
2003008 2442  7 15943 16.70 0.0589 "f"  5
2003008 2442  7 15971 21.20 0.1257 "f"  6
2003008 2442  7 16008 25.00 0.1968 "f"  7
2003008 2442  7 16034 27.60 0.2640 "f"  8
2003008 2442  7 16055 29.80 0.3535 "f"  9
2003008 2442  7 16105 37.25 0.7588 "f" 11
2003008 2444 16 15943 14.50 0.0412 "f"  5
2003008 2444 16 15971 18.70 0.0878 "f"  6
2003008 2444 16 16007 22.90 0.1648 "f"  7
2003008 2444 16 16033 25.80 0.2375 "f"  8
2003008 2444 16 16054 28.00 0.3255 "f"  9
2003008 2444 16 16110 35.75 0.6790 "f" 11
2003008 2445 16 15943 17.00 0.0679 "m"  5
2003008 2445 16 15971 21.10 0.1379 "m"  6
2003008 2445 16 16007 24.00 0.2330 "m"  7
2003008 2445 16 16054 28.40 0.3924 "m"  9
2003008 2445 16 16110 36.80 0.8223 "m" 11
2003008 2446  7 15943 14.60 0.0436 "m"  5
2003008 2446  7 15971 18.60 0.0916 "m"  6
2003008 2446  7 16008 22.30 0.1592 "m"  7
2003008 2446  7 16034 25.10 0.2322 "m"  8
2003008 2446  7 16055 27.90 0.3287 "m"  9
2003008 2446  7 16105 35.00 0.7127 "m" 11
2003008 2447 15 15943 14.90 0.0515 "m"  5
2003008 2447 15 15971 20.00 0.1230 "m"  6
2003008 2447 15 16006 23.60 0.2069 "m"  7
2003008 2447 15 16033 26.00 0.2702 "m"  8
2003008 2447 15 16054 28.70 0.3754 "m"  9
2003008 2447 15 16110 36.40 0.7946 "m" 11
2003008 2448 15 15943 16.50 0.0614 "m"  5
2003008 2448 15 15974 21.10 0.1408 "m"  6
2003008 2448 15 16006 25.30 0.2464 "m"  7
2003008 2448 15 16033 28.50 0.3344 "m"  8
2003008 2448 15 16054 31.40 0.4919 "m"  9
2003008 2448 15 16110 40.20 1.0575 "m" 11
2003008 2449 16 15943 13.30 0.0303 "f"  5
2003008 2449 16 15971 17.60 0.0740 "f"  6
2003008 2449 16 16007 21.50 0.1367 "f"  7
2003008 2449 16 16033 24.80 0.2130 "f"  8
2003008 2449 16 16054 27.10 0.2866 "f"  9
2003008 2449 16 16110 35.60 0.6869 "f" 11
2003008 2450 15 15943 13.90 0.0335 "f"  5
2003008 2450 15 15971 18.00 0.0755 "f"  6
2003008 2450 15 16006 21.50 0.1362 "f"  7
2003008 2450 15 16033 23.80 0.1942 "f"  8
2003008 2450 15 16054 26.70 0.2766 "f"  9
2003008 2450 15 16110 33.55 0.5828 "f" 11
2003008 2452 16 15943 15.20 0.0457 "m"  5
2003008 2452 16 15971 19.20 0.1012 "m"  6
2003008 2452 16 16007 23.50 0.1883 "m"  7
2003008 2452 16 16033 26.10 0.2578 "m"  8
2003008 2452 16 16054 28.80 0.3527 "m"  9
2003008 2452 16 16111 37.00 0.7699 "m" 11
2003008 2454  7 15943 14.50 0.0361 "f"  5
2003008 2454  7 15971 19.20 0.0944 "f"  6
2003008 2454  7 16008 23.30 0.1625 "f"  7
2003008 2454  7 16034 26.10 0.2267 "f"  8
2003008 2454  7 16055 28.60 0.3094 "f"  9
2003008 2454  7 16105 36.25 0.7028 "f" 11
2003008 2456 15 15943 15.20 0.0470 "m"  5
2003008 2456 15 15971 18.50 0.0896 "m"  6
2003008 2456 15 16006 21.50 0.1510 "m"  7
2003008 2456 15 16033 24.20 0.2033 "m"  8
2003008 2456 15 16054 26.60 0.2830 "m"  9
2003008 2456 15 16110 34.10 0.6082 "m" 11
2003008 2457  7 15943 13.60 0.0324 "m"  5
2003008 2457  7 15971 17.80 0.0768 "m"  6
2003008 2457  7 16008 21.60 0.1346 "m"  7
2003008 2457  7 16034 24.40 0.1960 "m"  8
2003008 2457  7 16055 27.10 0.2825 "m"  9
2003008 2457  7 16105 34.95 0.6390 "m" 11
2003008 2458 16 15943 16.10 0.0570 "f"  5
2003008 2458 16 15971 20.00 0.1133 "f"  6
2003008 2458 16 16007 23.80 0.1858 "f"  7
2003008 2458 16 16033 26.10 0.2580 "f"  8
2003008 2458 16 16054 28.90 0.3444 "f"  9
2003008 2458 16 16110 36.50 0.7300 "f" 11
2003008 2459 16 15943 15.00 0.0434 "f"  5
2003008 2459 16 15971 19.00 0.0947 "f"  6
2003008 2459 16 16007 22.90 0.1723 "f"  7
2003008 2459 16 16033 25.60 0.2500 "f"  8
2003008 2459 16 16054 28.50 0.3494 "f"  9
2003008 2459 16 16111 35.30 0.7018 "f" 11
2003008 2460 16 15943 16.30 0.0523 "m"  5
2003008 2460 16 15971 20.10 0.1058 "m"  6
2003008 2460 16 16007 24.30 0.1874 "m"  7
2003008 2460 16 16033 27.20 0.2538 "m"  8
2003008 2460 16 16054 29.70 0.3494 "m"  9
2003008 2460 16 16110 37.45 0.7539 "m" 11
2003008 2462  7 15943 14.70 0.0367 "f"  5
2003008 2462  7 15971 18.50 0.0798 "f"  6
2003008 2462  7 16008 21.90 0.1324 "f"  7
2003008 2462  7 16034 24.50 0.1740 "f"  8
2003008 2462  7 16055 26.90 0.2381 "f"  9
2003008 2462  7 16105 34.00 0.5117 "f" 11
2003008 2464 16 15943 14.60 0.0399 "f"  5
2003008 2464 16 15974 18.50 0.0819 "f"  6
2003008 2464 16 16007 22.00 0.1432 "f"  7
2003008 2464 16 16033 25.00 0.2041 "f"  8
2003008 2464 16 16054 27.60 0.2859 "f"  9
2003008 2464 16 16110 35.00 0.6068 "f" 11
2003008 2465 16 15943 14.60 0.0412 "f"  5
2003008 2465 16 15971 18.60 0.0890 "f"  6
2003008 2465 16 16007 22.80 0.1612 "f"  7
2003008 2465 16 16033 25.40 0.2240 "f"  8
2003008 2465 16 16054 28.40 0.3053 "f"  9
2003008 2465 16 16110 35.00 0.6336 "f" 11
2003008 2468 16 15943  7.70 0.0068 "f"  5
2003008 2468 16 15971  9.90 0.0169 "f"  6
2003008 2468 16 16007 12.30 0.0367 "f"  7
2003008 2468 16 16033 14.30 0.0585 "f"  8
2003008 2468 16 16054 15.10 0.0805 "f"  9
2003008 2468 16 16110 19.10 0.1585 "f" 11
2003008 2469 16 15943 12.70 0.0261 "f"  5
2003008 2469 16 15971 16.00 0.0570 "f"  6
2003008 2469 16 16007 19.60 0.1048 "f"  7
2003008 2469 16 16033 22.70 0.1714 "f"  8
2003008 2469 16 16054 25.20 0.2452 "f"  9
2003008 2469 16 16110 33.00 0.5788 "f" 11
2003008 2470 15 15943 15.70 0.0518 "f"  5
2003008 2470 15 15974 20.30 0.1230 "f"  6
2003008 2470 15 16006 23.00 0.1757 "f"  7
2003008 2470 15 16033 25.20 0.2223 "f"  8
2003008 2470 15 16054 27.40 0.2930 "f"  9
2003008 2470 15 16110 34.40 0.6202 "f" 11
2003008 2472 16 15943 13.30 0.0296 "m"  5
2003008 2472 16 15971 17.50 0.0701 "m"  6
2003008 2472 16 16007 21.80 0.1422 "m"  7
2003008 2472 16 16033 25.40 0.2277 "m"  8
2003008 2472 16 16054 27.90 0.3105 "m"  9
2003008 2472 16 16111 36.90 0.7361 "m" 11
2003008 2473 15 15943 13.20 0.0306 "m"  5
2003008 2473 15 15974 17.20 0.0749 "m"  6
2003008 2473 15 16006 21.00 0.1432 "m"  7
2003008 2473 15 16033 23.90 0.2045 "m"  8
2003008 2473 15 16054 26.40 0.2756 "m"  9
2003008 2473 15 16110 34.55 0.6795 "m" 11
2003008 2474  7 15943 14.40 0.0425 "f"  5
2003008 2474  7 15971 18.80 0.0974 "f"  6
2003008 2474  7 16008 22.60 0.2665 "f"  7
2003008 2474  7 16034 25.00 0.2351 "f"  8
2003008 2474  7 16055 27.20 0.3036 "f"  9
2003008 2474  7 16105 34.20 0.7051 "f" 11
2003008 2475 15 15943 15.60 0.0484 "m"  5
2003008 2475 15 15974 20.10 0.1134 "m"  6
2003008 2475 15 16006 23.80 0.1921 "m"  7
2003008 2475 15 16033 26.80 0.2691 "m"  8
2003008 2475 15 16054 29.40 0.3707 "m"  9
2003008 2475 15 16110 37.50 0.8142 "m" 11
2003008 2477 16 15943 15.50 0.0524 "m"  5
2003008 2477 16 15974 19.50 0.1107 "m"  6
2003008 2477 16 16007 23.00 0.1873 "m"  7
2003008 2477 16 16033 25.90 0.2675 "m"  8
2003008 2477 16 16110 36.00 0.7519 "m" 11
2003008 2478 15 15943 15.40 0.0451 "f"  5
2003008 2478 15 15971 19.50 0.1029 "f"  6
2003008 2478 15 16006 23.30 0.1719 "f"  7
2003008 2478 15 16033 25.70 0.2359 "f"  8
2003008 2478 15 16054 28.20 0.3196 "f"  9
2003008 2478 15 16110 31.95 0.4401 "f" 11
2003008 2479 15 15943 13.60 0.0313 "m"  5
2003008 2479 15 15974 18.60 0.0815 "m"  6
2003008 2479 15 16006 21.20 0.1416 "m"  7
2003008 2479 15 16033 24.00 0.1985 "m"  8
2003008 2479 15 16054 26.10 0.2691 "m"  9
2003008 2479 15 16110 33.80 0.6110 "m" 11
2003008 2480 16 15943 13.80 0.0334 "f"  5
2003008 2480 16 15971 18.00 0.0763 "f"  6
2003008 2480 16 16007 21.90 0.1405 "f"  7
2003008 2480 16 16033 25.10 0.2161 "f"  8
2003008 2480 16 16054 27.90 0.3022 "f"  9
2003008 2480 16 16111 35.70 0.6697 "f" 11
2003008 2481 16 15943 14.40 0.0397 "f"  5
2003008 2481 16 15974 18.00 0.0796 "f"  6
2003008 2481 16 16007 21.50 0.1421 "f"  7
2003008 2481 16 16033 24.70 0.2101 "f"  8
2003008 2481 16 16054 27.00 0.2792 "f"  9
2003008 2481 16 16110 33.50 0.5741 "f" 11
2003008 2483  7 15943 14.20 0.0244 "m"  5
2003008 2483  7 15971 15.60 0.0561 "m"  6
2003008 2483  7 16008 18.90 0.0969 "m"  7
2003008 2483  7 16034 21.50 0.1507 "m"  8
2003008 2483  7 16055 24.10 0.2252 "m"  9
2003008 2483  7 16105 31.50 0.5617 "m" 11
2003008 2484  7 15943 15.40 0.0492 "m"  5
2003008 2484  7 15971 20.60 0.1197 "m"  6
2003008 2484  7 16008 25.00 0.2122 "m"  7
2003008 2484  7 16034 27.60 0.3004 "m"  8
2003008 2484  7 16055 30.00 0.4035 "m"  9
