"time" "cortisol" "sint" "cost" "pig" "litter" "treat"
29 109.50826217 0.965926043 0.2588182365 "42121" "2" "2"
29.5 74.664145725 0.9914449725 0.1305253479 "42121" "2" "2"
30 155.55509849 1 -8.660255e-07 "42121" "2" "2"
30.5 122.36397441 0.9914447465 -0.130527065 "42121" "2" "2"
31 NA 0.9659255947 -0.25881991 "42121" "2" "2"
31.5 134.558628 0.9238791845 -0.382684272 "42121" "2" "2"
32 82.930258869 0.8660249419 -0.5000008 "42121" "2" "2"
32.5 76.020268841 0.7933527692 -0.608762173 "42121" "2" "2"
33 121.63198871 0.7071061076 -0.707107455 "42121" "2" "2"
33.5 94.821862523 0.6087606618 -0.793353929 "42121" "2" "2"
34 52.562345586 0.49999915 -0.866025895 "42121" "2" "2"
34.5 41.388373167 0.3826825122 -0.923879914 "42121" "2" "2"
35 57.111186034 0.2588180692 -0.965926088 "42121" "2" "2"
35.5 NA 0.1305251762 -0.991444995 "42121" "2" "2"
36 NA -1.039231e-06 -1 "42121" "2" "2"
14 190.56626846 -0.50000035 -0.866025202 "43121" "3" "2"
14.5 92.944263845 -0.608761761 -0.793353085 "43121" "3" "2"
15 106.37812887 -0.707107087 -0.707106475 "43121" "3" "2"
15.5 79.281118647 -0.793353613 -0.608761074 "43121" "3" "2"
16 109.94717245 -0.866025635 -0.4999996 "43121" "3" "2"
16.5 127.23044885 -0.923879715 -0.382682992 "43121" "3" "2"
17 73.99518326 -0.965925953 -0.258818571 "43121" "3" "2"
17.5 84.18358923 -0.991444927 -0.130525691 "43121" "3" "2"
18 112.05614048 -1 5.1961531e-07 "43121" "3" "2"
18.5 186.04712466 -0.991444792 0.1305267217 "43121" "3" "2"
19 112.73049837 -0.965925684 0.2588195749 "43121" "3" "2"
19.5 75.944286569 -0.923879317 0.3826839524 "43121" "3" "2"
20 63.815748399 -0.866025115 0.5000005 "43121" "3" "2"
20.5 54.325840624 -0.79335298 0.6087618985 "43121" "3" "2"
21 52.404894843 -0.707106353 0.7071072098 "43121" "3" "2"
21.5 52.300189793 -0.608760937 0.7933537181 "43121" "3" "2"
22 53.517034227 -0.49999945 0.8660257213 "43121" "3" "2"
22.5 49.898951973 -0.382682832 0.9238797811 "43121" "3" "2"
23 43.684790586 -0.258818404 0.9659259981 "43121" "3" "2"
23.5 53.839101669 -0.13052552 0.9914449499 "43121" "3" "2"
24 82.930258869 6.9282041e-07 1 "43121" "3" "2"
24.5 60.642744548 0.1305268934 0.9914447691 "43121" "3" "2"
25 45.286093563 0.2588197422 0.9659256395 "43121" "3" "2"
25.5 44.12383003 0.3826841125 0.9238792508 "43121" "3" "2"
26 54.434601029 0.50000065 0.8660250285 "43121" "3" "2"
26.5 88.854482187 0.6087620359 0.7933528746 "43121" "3" "2"
27 78.885702418 0.7071073323 0.7071062301 "43121" "3" "2"
27.5 64.392682443 0.7933538236 0.6087607992 "43121" "3" "2"
28 64.199793874 0.8660258079 0.4999993 "43121" "3" "2"
28.5 84.859759017 0.9238798474 0.3826826723 "43121" "3" "2"
29 144.4596168 0.965926043 0.2588182365 "43121" "3" "2"
29.5 87.444123429 0.9914449725 0.1305253479 "43121" "3" "2"
30 79.997869254 1 -8.660255e-07 "43121" "3" "2"
30.5 76.63087014 0.9914447465 -0.130527065 "43121" "3" "2"
31 53.677826398 0.9659255947 -0.25881991 "43121" "3" "2"
31.5 55.091751257 0.9238791845 -0.382684272 "43121" "3" "2"
32 71.736522696 0.8660249419 -0.5000008 "43121" "3" "2"
32.5 58.850480588 0.7933527692 -0.608762173 "43121" "3" "2"
33 NA 0.7071061076 -0.707107455 "43121" "3" "2"
33.5 35.801865465 0.6087606618 -0.793353929 "43121" "3" "2"
34 56.769544866 0.49999915 -0.866025895 "43121" "3" "2"
34.5 72.67518558 0.3826825122 -0.923879914 "43121" "3" "2"
35 62.802821449 0.2588180692 -0.965926088 "43121" "3" "2"
35.5 45.604208321 0.1305251762 -0.991444995 "43121" "3" "2"
36 NA -1.039231e-06 -1 "43121" "3" "2"
14 NA -0.50000035 -0.866025202 "44121" "4" "2"
14.5 109.07110402 -0.608761761 -0.793353085 "44121" "4" "2"
15 83.179423206 -0.707107087 -0.707106475 "44121" "4" "2"
15.5 154.16138373 -0.793353613 -0.608761074 "44121" "4" "2"
16 157.74818566 -0.866025635 -0.4999996 "44121" "4" "2"
16.5 93.223515304 -0.923879715 -0.382682992 "44121" "4" "2"
17 83.847527445 -0.965925953 -0.258818571 "44121" "4" "2"
17.5 105.84756573 -0.991444927 -0.130525691 "44121" "4" "2"
18 127.48516438 -1 5.1961531e-07 "44121" "4" "2"
18.5 66.553091663 -0.991444792 0.1305267217 "44121" "4" "2"
19 57.054103394 -0.965925684 0.2588195749 "44121" "4" "2"
19.5 85.884210541 -0.923879317 0.3826839524 "44121" "4" "2"
20 94.727088055 -0.866025115 0.5000005 "44121" "4" "2"
20.5 63.434000298 -0.79335298 0.6087618985 "44121" "4" "2"
21 76.477761559 -0.707106353 0.7071072098 "44121" "4" "2"
21.5 84.94466122 -0.608760937 0.7933537181 "44121" "4" "2"
22 77.169168076 -0.49999945 0.8660257213 "44121" "4" "2"
22.5 56.883197571 -0.382682832 0.9238797811 "44121" "4" "2"
23 54.816980001 -0.258818404 0.9659259981 "44121" "4" "2"
23.5 92.944263845 -0.13052552 0.9914449499 "44121" "4" "2"
24 88.588318186 6.9282041e-07 1 "44121" "4" "2"
24.5 54.489062857 0.1305268934 0.9914447691 "44121" "4" "2"
25 113.18232342 0.2588197422 0.9659256395 "44121" "4" "2"
25.5 86.142250038 0.3826841125 0.9238792508 "44121" "4" "2"
26 58.439965703 0.50000065 0.8660250285 "44121" "4" "2"
26.5 61.007694771 0.6087620359 0.7933528746 "44121" "4" "2"
27 176.44337441 0.7071073323 0.7071062301 "44121" "4" "2"
27.5 79.678516908 0.7933538236 0.6087607992 "44121" "4" "2"
28 70.668505013 0.8660258079 0.4999993 "44121" "4" "2"
28.5 60.521580263 0.9238798474 0.3826826723 "44121" "4" "2"
29 121.75368154 0.965926043 0.2588182365 "44121" "4" "2"
29.5 109.39880864 0.9914449725 0.1305253479 "44121" "4" "2"
30 94.821862523 1 -8.660255e-07 "44121" "4" "2"
30.5 127.48516438 0.9914447465 -0.130527065 "44121" "4" "2"
31 109.18022968 0.9659255947 -0.25881991 "44121" "4" "2"
31.5 134.558628 0.9238791845 -0.382684272 "44121" "4" "2"
32 84.436519203 0.8660249419 -0.5000008 "44121" "4" "2"
32.5 69.68603925 0.7933527692 -0.608762173 "44121" "4" "2"
33 70.527309246 0.7071061076 -0.707107455 "44121" "4" "2"
33.5 60.94671757 0.6087606618 -0.793353929 "44121" "4" "2"
34 54.000861492 0.49999915 -0.866025895 "44121" "4" "2"
34.5 84.267814925 0.3826825122 -0.923879914 "44121" "4" "2"
35 87.882438922 0.2588180692 -0.965926088 "44121" "4" "2"
35.5 72.457486735 0.1305251762 -0.991444995 "44121" "4" "2"
36 NA -1.039231e-06 -1 "44121" "4" "2"
14 102.00277308 -0.50000035 -0.866025202 "45121" "5" "2"
14.5 76.784285244 -0.608761761 -0.793353085 "45121" "5" "2"
15 59.32317268 -0.707107087 -0.707106475 "45121" "5" "2"
15.5 39.884987502 -0.793353613 -0.608761074 "45121" "5" "2"
16 35.410203037 -0.866025635 -0.4999996 "45121" "5" "2"
16.5 37.599847705 -0.923879715 -0.382682992 "45121" "5" "2"
17 28.904578264 -0.965925953 -0.258818571 "45121" "5" "2"
17.5 29.904231736 -0.991444927 -0.130525691 "45121" "5" "2"
18 31.406032742 -1 5.1961531e-07 "45121" "5" "2"
18.5 29.253522682 -0.991444792 0.1305267217 "45121" "5" "2"
19 27.357754034 -0.965925684 0.2588195749 "45121" "5" "2"
19.5 26.682288681 -0.923879317 0.3826839524 "45121" "5" "2"
20 30.174584584 -0.866025115 0.5000005 "45121" "5" "2"
20.5 55.36789981 -0.79335298 0.6087618985 "45121" "5" "2"
21 32.168895261 -0.707106353 0.7071072098 "45121" "5" "2"
21.5 27.467404205 -0.608760937 0.7933537181 "45121" "5" "2"
22 27.882520859 -0.49999945 0.8660257213 "45121" "5" "2"
22.5 38.939143332 -0.382682832 0.9238797811 "45121" "5" "2"
23 36.270328125 -0.258818404 0.9659259981 "45121" "5" "2"
23.5 61.805972365 -0.13052552 0.9914449499 "45121" "5" "2"
24 51.57308872 6.9282041e-07 1 "45121" "5" "2"
24.5 28.991422199 0.1305268934 0.9914447691 "45121" "5" "2"
25 38.168096633 0.2588197422 0.9659256395 "45121" "5" "2"
25.5 88.854482187 0.3826841125 0.9238792508 "45121" "5" "2"
26 81.695588167 0.50000065 0.8660250285 "45121" "5" "2"
26.5 60.824945947 0.6087620359 0.7933528746 "45121" "5" "2"
27 110.6088385 0.7071073323 0.7071062301 "45121" "5" "2"
27.5 137.82709985 0.7933538236 0.6087607992 "45121" "5" "2"
28 176.09084031 0.8660258079 0.4999993 "45121" "5" "2"
28.5 101.79897141 0.9238798474 0.3826826723 "45121" "5" "2"
29 163.20384462 0.965926043 0.2588182365 "45121" "5" "2"
29.5 126.97624224 0.9914449725 0.1305253479 "45121" "5" "2"
30 162.22755336 1 -8.660255e-07 "45121" "5" "2"
30.5 174.8625086 0.9914447465 -0.130527065 "45121" "5" "2"
31 127.23044885 0.9659255947 -0.25881991 "45121" "5" "2"
31.5 153.0860222 0.9238791845 -0.382684272 "45121" "5" "2"
32 182.18087277 0.8660249419 -0.5000008 "45121" "5" "2"
32.5 146.20357503 0.7933527692 -0.608762173 "45121" "5" "2"
33 115.12287083 0.7071061076 -0.707107455 "45121" "5" "2"
33.5 125.46163317 0.6087606618 -0.793353929 "45121" "5" "2"
34 90.287588177 0.49999915 -0.866025895 "45121" "5" "2"
34.5 61.129832257 0.3826825122 -0.923879914 "45121" "5" "2"
35 61.620832297 0.2588180692 -0.965926088 "45121" "5" "2"
35.5 88.943381111 0.1305251762 -0.991444995 "45121" "5" "2"
36 NA -1.039231e-06 -1 "45121" "5" "2"
14 92.944263845 -0.50000035 -0.866025202 "46121" "6" "2"
14.5 56.883197571 -0.608761761 -0.793353085 "46121" "6" "2"
15 51.162149957 -0.707107087 -0.707106475 "46121" "6" "2"
15.5 33.987744372 -0.793353613 -0.608761074 "46121" "6" "2"
16 36.270328125 -0.866025635 -0.4999996 "46121" "6" "2"
16.5 46.946093657 -0.923879715 -0.382682992 "46121" "6" "2"
17 37.675122651 -0.965925953 -0.258818571 "46121" "6" "2"
17.5 25.584840292 -0.991444927 -0.130525691 "46121" "6" "2"
18 NA -1 5.1961531e-07 "46121" "6" "2"
18.5 30.87664275 -0.991444792 0.1305267217 "46121" "6" "2"
19 58.968299329 -0.965925684 0.2588195749 "46121" "6" "2"
19.5 NA -0.923879317 0.3826839524 "46121" "6" "2"
20 41.305679142 -0.866025115 0.5000005 "46121" "6" "2"
20.5 50.703756472 -0.79335298 0.6087618985 "46121" "6" "2"
21 29.370771113 -0.707106353 0.7071072098 "46121" "6" "2"
21.5 32.753178146 -0.608760937 0.7933537181 "46121" "6" "2"
22 29.547525473 -0.49999945 0.8660257213 "46121" "6" "2"
22.5 54.108971289 -0.382682832 0.9238797811 "46121" "6" "2"
23 NA -0.258818404 0.9659259981 "46121" "6" "2"
23.5 67.829689681 -0.13052552 0.9914449499 "46121" "6" "2"
24 59.086353943 6.9282041e-07 1 "46121" "6" "2"
24.5 43.380064836 0.1305268934 0.9914447691 "46121" "6" "2"
25 65.104912031 0.2588197422 0.9659256395 "46121" "6" "2"
25.5 83.013230607 0.3826841125 0.9238792508 "46121" "6" "2"
26 78.806856145 0.50000065 0.8660250285 "46121" "6" "2"
26.5 44.12383003 0.6087620359 0.7933528746 "46121" "6" "2"
27 86.142250038 0.7071073323 0.7071062301 "46121" "6" "2"
27.5 99.982982849 0.7933538236 0.6087607992 "46121" "6" "2"
28 NA 0.8660258079 0.4999993 "46121" "6" "2"
28.5 88.234672676 0.9238798474 0.3826826723 "46121" "6" "2"
29 170.54513788 0.965926043 0.2588182365 "46121" "6" "2"
29.5 114.89285518 0.9914449725 0.1305253479 "46121" "6" "2"
30 182.18087277 1 -8.660255e-07 "46121" "6" "2"
30.5 126.59588434 0.9914447465 -0.130527065 "46121" "6" "2"
31 150.20484563 0.9659255947 -0.25881991 "46121" "6" "2"
31.5 119.34279711 0.9238791845 -0.382684272 "46121" "6" "2"
32 109.28946451 0.8660249419 -0.5000008 "46121" "6" "2"
32.5 127.10328199 0.7933527692 -0.608762173 "46121" "6" "2"
33 142.73646101 0.7071061076 -0.707107455 "46121" "6" "2"
33.5 87.444123429 0.6087606618 -0.793353929 "46121" "6" "2"
34 82.764564102 0.49999915 -0.866025895 "46121" "6" "2"
34.5 99.087173194 0.3826825122 -0.923879914 "46121" "6" "2"
35 75.414532864 0.2588180692 -0.965926088 "46121" "6" "2"
35.5 107.55474782 0.1305251762 -0.991444995 "46121" "6" "2"
36 NA -1.039231e-06 -1 "46121" "6" "2"
14 111.38581662 -0.50000035 -0.866025202 "47121" "7" "2"
14.5 121.51041752 -0.608761761 -0.793353085 "47121" "7" "2"
15 115.23805128 -0.707107087 -0.707106475 "47121" "7" "2"
15.5 126.84932947 -0.793353613 -0.608761074 "47121" "7" "2"
16 85.199877837 -0.866025635 -0.4999996 "47121" "7" "2"
16.5 107.33985329 -0.923879715 -0.382682992 "47121" "7" "2"
17 101.79897141 -0.965925953 -0.258818571 "47121" "7" "2"
17.5 61.007694771 -0.991444927 -0.130525691 "47121" "7" "2"
18 45.195611888 -1 5.1961531e-07 "47121" "7" "2"
18.5 38.628872921 -0.991444792 0.1305267217 "47121" "7" "2"
19 34.987819968 -0.965925684 0.2588195749 "47121" "7" "2"
19.5 62.48959107 -0.923879317 0.3826839524 "47121" "7" "2"
20 66.02279096 -0.866025115 0.5000005 "47121" "7" "2"
20.5 42.309007219 -0.79335298 0.6087618985 "47121" "7" "2"
21 32.818750052 -0.707106353 0.7071072098 "47121" "7" "2"
21.5 79.0436317 -0.608760937 0.7933537181 "47121" "7" "2"
22 45.105310995 -0.49999945 0.8660257213 "47121" "7" "2"
22.5 33.181749138 -0.382682832 0.9238797811 "47121" "7" "2"
23 30.024088216 -0.258818404 0.9659259981 "47121" "7" "2"
23.5 44.880347318 -0.13052552 0.9914449499 "47121" "7" "2"
24 32.753178146 6.9282041e-07 1 "47121" "7" "2"
24.5 74.589518899 0.1305268934 0.9914447691 "47121" "7" "2"
25 59.859491047 0.2588197422 0.9659256395 "47121" "7" "2"
25.5 43.772247595 0.3826841125 0.9238792508 "47121" "7" "2"
26 61.991668687 0.50000065 0.8660250285 "47121" "7" "2"
26.5 110.38784189 0.6087620359 0.7933528746 "47121" "7" "2"
27 49.699754825 0.7071073323 0.7071062301 "47121" "7" "2"
27.5 41.347005481 0.7933538236 0.6087607992 "47121" "7" "2"
28 112.16825267 0.8660258079 0.4999993 "47121" "7" "2"
28.5 88.146482106 0.9238798474 0.3826826723 "47121" "7" "2"
29 124.96078899 0.965926043 0.2588182365 "47121" "7" "2"
29.5 62.928552782 0.9914449725 0.1305253479 "47121" "7" "2"
30 106.59109802 1 -8.660255e-07 "47121" "7" "2"
30.5 85.199877837 0.9914447465 -0.130527065 "47121" "7" "2"
31 89.389211664 0.9659255947 -0.25881991 "47121" "7" "2"
31.5 119.10435004 0.9238791845 -0.382684272 "47121" "7" "2"
32 66.819837165 0.8660249419 -0.5000008 "47121" "7" "2"
32.5 143.73912146 0.7933527692 -0.608762173 "47121" "7" "2"
33 166.1681122 0.7071061076 -0.707107455 "47121" "7" "2"
33.5 91.468989292 0.6087606618 -0.793353929 "47121" "7" "2"
34 102.92494157 0.49999915 -0.866025895 "47121" "7" "2"
34.5 72.893538502 0.3826825122 -0.923879914 "47121" "7" "2"
35 99.186309927 0.2588180692 -0.965926088 "47121" "7" "2"
35.5 52.931572792 0.1305251762 -0.991444995 "47121" "7" "2"
36 NA -1.039231e-06 -1 "47121" "7" "2"
14 59.382525525 -0.50000035 -0.866025202 "48121" "8" "2"
14.5 49.303742946 -0.608761761 -0.793353085 "48121" "8" "2"
15 42.182270397 -0.707107087 -0.707106475 "48121" "8" "2"
15.5 85.626944002 -0.793353613 -0.608761074 "48121" "8" "2"
16 47.750999565 -0.866025635 -0.4999996 "48121" "8" "2"
16.5 30.569415021 -0.923879715 -0.382682992 "48121" "8" "2"
17 27.412524295 -0.965925953 -0.258818571 "48121" "8" "2"
17.5 37.675122651 -0.991444927 -0.130525691 "48121" "8" "2"
18 34.123967615 -1 5.1961531e-07 "48121" "8" "2"
18.5 26.049537143 -0.991444792 0.1305267217 "48121" "8" "2"
19 22.24239161 -0.965925684 0.2588195749 "48121" "8" "2"
19.5 29.814653475 -0.923879317 0.3826839524 "48121" "8" "2"
20 27.994274301 -0.866025115 0.5000005 "48121" "8" "2"
20.5 26.469681932 -0.79335298 0.6087618985 "48121" "8" "2"
21 25.584840292 -0.707106353 0.7071072098 "48121" "8" "2"
21.5 28.702952729 -0.608760937 0.7933537181 "48121" "8" "2"
22 27.16691846 -0.49999945 0.8660257213 "48121" "8" "2"
22.5 32.362488832 -0.382682832 0.9238797811 "48121" "8" "2"
23 30.174584584 -0.258818404 0.9659259981 "48121" "8" "2"
23.5 39.25190586 -0.13052552 0.9914449499 "48121" "8" "2"
24 40.16516188 6.9282041e-07 1 "48121" "8" "2"
24.5 48.182698291 0.1305268934 0.9914447691 "48121" "8" "2"
25 25.508200788 0.2588197422 0.9659256395 "48121" "8" "2"
25.5 58.73289725 0.3826841125 0.9238792508 "48121" "8" "2"
26 56.883197571 0.50000065 0.8660250285 "48121" "8" "2"
26.5 38.474666049 0.6087620359 0.7933528746 "48121" "8" "2"
27 81.613933413 0.7071073323 0.7071062301 "48121" "8" "2"
27.5 49.156053363 0.7933538236 0.6087607992 "48121" "8" "2"
28 NA 0.8660258079 0.4999993 "48121" "8" "2"
28.5 84.015390307 0.9238798474 0.3826826723 "48121" "8" "2"
29 56.997077808 0.965926043 0.2588182365 "48121" "8" "2"
29.5 75.038401312 0.9914449725 0.1305253479 "48121" "8" "2"
30 95.297159086 1 -8.660255e-07 "48121" "8" "2"
30.5 74.44048894 0.9914447465 -0.130527065 "48121" "8" "2"
31 53.037541872 0.9659255947 -0.25881991 "48121" "8" "2"
31.5 47.228616941 0.9238791845 -0.382684272 "48121" "8" "2"
32 60.461088934 0.8660249419 -0.5000008 "48121" "8" "2"
32.5 56.94010922 0.7933527692 -0.608762173 "48121" "8" "2"
33 65.039839661 0.7071061076 -0.707107455 "48121" "8" "2"
33.5 36.892194592 0.6087606618 -0.793353929 "48121" "8" "2"
34 25.304949272 0.49999915 -0.866025895 "48121" "8" "2"
34.5 35.73033329 0.3826825122 -0.923879914 "48121" "8" "2"
35 37.412317683 0.2588180692 -0.965926088 "48121" "8" "2"
35.5 47.942386081 0.1305251762 -0.991444995 "48121" "8" "2"
36 NA -1.039231e-06 -1 "48121" "8" "2"
