"cow_no" "milk_date" "dfc" "yield"
1051 2003-02-09 200 10694
1051 2003-02-09 200 18524
1051 2003-02-10 201 11642
1051 2003-02-10 201 16393
1051 2003-02-11 202 17059
1051 2003-02-12 203 15345
1051 2003-02-12 203 9743
1051 2003-02-12 203 14444
1051 2003-02-13 204 18757
1051 2003-02-14 205 18709
1051 2003-02-14 205 13536
1051 2003-02-15 206 15160
1051 2003-02-18 209 11758
1051 2003-02-18 209 21104
1051 2003-02-19 210 19374
1051 2003-02-20 211 17830
1051 2003-02-21 212 16146
1051 2003-02-22 213 18086
1051 2003-02-23 214 16820
1051 2003-02-24 215 17154
1051 2003-02-24 215 9854
1051 2003-02-24 215 13363
1051 2003-02-25 216 18643
1051 2003-02-26 217 21808
1051 2003-02-27 218 8971
1051 2003-02-27 218 14097
1051 2003-02-28 219 22988
1051 2003-03-01 220 10314
1051 2003-03-01 220 11829
1051 2003-03-02 221 13231
1051 2003-03-03 222 22653
1051 2003-03-03 222 10137
1051 2003-03-04 223 21588
1051 2003-03-06 225 15885
1051 2003-03-07 226 11892
1051 2003-03-09 228 12925
1051 2003-03-11 230 7534
1051 2003-03-11 230 10105
1051 2003-03-12 231 9616
1051 2003-03-15 234 17723
1051 2003-03-16 235 11205
1051 2003-03-16 235 8763
1051 2003-03-16 235 10397
1051 2003-03-17 236 15286
1051 2003-03-18 237 11532
1051 2003-03-18 237 21545
1051 2003-03-19 238 14244
1051 2003-03-20 239 18364
1051 2003-03-21 240 13178
1051 2003-03-21 240 8653
1051 2003-03-21 240 12404
1051 2003-03-22 241 13396
1051 2003-03-22 241 10032
1051 2003-03-23 242 7055
1051 2003-03-23 242 14750
1051 2003-03-24 243 16147
1051 2003-03-25 244 12650
1051 2003-03-25 244 20611
1051 2003-03-27 246 22351
1051 2003-03-27 246 14708
1051 2003-03-29 248 7455
1051 2003-03-29 248 17550
1051 2003-03-30 249 20069
1051 2003-03-31 250 13093
1051 2003-03-31 250 12215
1051 2003-04-01 251 9896
1051 2003-04-02 252 14900
1051 2003-04-02 252 8866
1051 2003-04-03 253 15597
1051 2003-04-04 254 17807
1051 2003-04-05 255 10024
1051 2003-04-06 256 11558
1051 2003-04-06 256 13613
1051 2003-04-07 257 9430
1051 2003-04-08 258 25883
1051 2003-04-11 261 16516
1051 2003-04-12 262 11681
1051 2003-04-12 262 10100
1051 2003-04-12 262 10822
1051 2003-04-13 263 14425
1051 2003-04-14 264 9545
1051 2003-04-14 264 14914
1051 2003-04-15 265 16078
1051 2003-04-18 268 16505
1051 2003-04-19 269 12459
1051 2003-04-20 270 10722
1051 2003-04-21 271 16301
1051 2003-04-27 277 7403
1051 2003-04-29 279 15308
1051 2003-04-29 279 17297
1051 2003-04-30 280 17924
1051 2003-05-01 281 6863
1051 2003-05-01 281 9268
1051 2003-05-02 282 19299
1051 2003-05-02 282 9034
1051 2003-05-03 283 17818
1051 2003-05-04 284 16333
1051 2003-05-05 285 8447
1051 2003-05-06 286 16159
1051 2003-05-06 286 12217
1051 2003-05-08 288 22267
1051 2003-05-10 290 9610
1051 2003-05-10 290 13972
1051 2003-05-11 291 13311
1051 2003-05-12 292 8877
1051 2003-05-12 292 12611
1051 2003-05-13 293 14620
1051 2003-05-14 294 6097
1051 2003-05-14 294 10347
1051 2003-05-14 294 6044
1051 2003-05-15 295 16201
106 2003-07-07 8 6074
106 2003-07-08 9 7394
106 2003-07-08 9 6350
106 2003-07-10 11 6152
106 2003-07-11 12 5926
106 2003-07-12 13 6286
106 2003-07-12 13 5952
106 2003-07-12 13 5973
106 2003-07-13 14 7484
106 2003-07-13 14 5636
106 2003-07-14 15 6627
106 2003-07-14 15 8011
106 2003-07-17 18 8162
106 2003-07-17 18 8961
106 2003-07-21 22 6312
106 2003-07-21 22 7186
106 2003-07-21 22 6796
106 2003-07-22 23 10256
106 2003-07-23 24 7916
106 2003-07-24 25 9021
106 2003-07-24 25 7753
106 2003-07-26 27 8783
106 2003-07-27 28 7824
106 2003-07-27 28 7981
106 2003-07-28 29 5693
106 2003-07-29 30 8357
106 2003-07-29 30 7760
106 2003-07-30 31 6748
106 2003-08-01 33 7111
106 2003-08-02 34 8400
106 2003-08-03 35 7954
106 2003-08-03 35 7563
106 2003-08-04 36 4803
106 2003-08-05 37 7793
106 2003-08-05 37 7224
106 2003-08-06 38 4897
106 2003-08-06 38 10388
106 2003-08-07 39 7854
106 2003-08-07 39 7344
106 2003-08-08 40 7986
106 2003-08-10 42 5468
106 2003-08-10 42 5035
106 2003-08-10 42 6942
106 2003-08-11 43 7325
106 2003-08-11 43 6907
106 2003-08-12 44 8761
106 2003-08-12 44 6821
106 2003-08-13 45 6113
106 2003-08-13 45 6963
106 2003-08-13 45 5140
106 2003-08-14 46 8840
106 2003-08-15 47 7221
106 2003-08-15 47 7760
106 2003-08-16 48 7255
106 2003-08-16 48 7013
106 2003-08-17 49 5519
106 2003-08-17 49 6730
106 2003-08-17 49 7391
106 2003-08-18 50 9039
106 2003-08-19 51 7240
106 2003-08-19 51 9038
106 2003-08-19 51 5477
106 2003-08-20 52 6136
106 2003-08-20 52 6908
106 2003-08-21 53 7374
106 2003-08-21 53 6191
106 2003-08-22 54 5907
106 2003-08-24 56 6366
106 2003-08-24 56 6262
106 2003-08-24 56 7664
106 2003-08-25 57 7533
106 2003-08-27 59 4799
106 2003-08-27 59 7280
106 2003-08-29 61 8496
106 2003-08-30 62 7834
106 2003-09-01 64 7399
106 2003-09-01 64 4775
106 2003-09-01 64 8309
106 2003-09-02 65 9024
106 2003-09-02 65 3718
106 2003-09-03 66 7829
106 2003-09-04 67 6300
106 2003-09-04 67 4438
106 2003-09-04 67 6474
106 2003-09-05 68 8793
106 2003-09-05 68 7154
106 2003-09-06 69 6928
106 2003-09-06 69 6410
106 2003-09-07 70 7782
106 2003-09-07 70 6662
106 2003-09-08 71 8957
106 2003-09-08 71 6190
106 2003-09-09 72 6828
106 2003-09-09 72 6091
106 2003-09-10 73 8544
106 2003-09-10 73 5584
106 2003-09-11 74 7040
106 2003-09-11 74 6156
106 2003-09-12 75 7313
106 2003-09-13 76 6492
106 2003-09-13 76 5464
106 2003-09-14 77 4986
106 2003-09-14 77 5147
106 2003-09-14 77 6846
106 2003-09-15 78 6905
106 2003-09-16 79 9171
106 2003-09-16 79 7157
106 2003-09-17 80 7405
106 2003-09-17 80 6736
106 2003-09-17 80 6061
106 2003-09-18 81 6481
106 2003-09-18 81 6393
106 2003-09-19 82 9137
106 2003-09-20 83 7877
106 2003-09-20 83 7069
106 2003-09-20 83 6316
106 2003-09-21 84 7259
106 2003-09-21 84 7047
106 2003-09-22 85 8520
106 2003-09-22 85 6051
106 2003-09-23 86 7331
106 2003-09-23 86 4302
106 2003-09-24 87 7128
106 2003-09-24 87 4850
106 2003-09-25 88 4833
106 2003-09-25 88 6318
106 2003-09-25 88 5834
106 2003-09-26 89 7692
106 2003-09-26 89 2198
106 2003-09-27 90 7505
106 2003-09-27 90 5611
106 2003-09-29 92 8013
106 2003-09-29 92 5053
106 2003-09-30 93 8808
106 2003-10-01 94 4607
106 2003-10-01 94 7884
106 2003-10-02 95 5323
106 2003-10-02 95 5926
106 2003-10-03 96 5658
106 2003-10-04 97 4128
106 2003-10-04 97 6096
106 2003-10-05 98 5245
106 2003-10-06 99 7967
106 2003-10-06 99 4877
106 2003-10-07 100 6226
106 2003-10-07 100 5132
106 2003-10-08 101 6955
106 2003-10-08 101 6612
106 2003-10-09 102 5847
106 2003-10-12 105 5384
106 2003-10-12 105 6282
106 2003-10-12 105 6053
106 2003-10-15 108 5271
106 2003-10-16 109 4651
106 2003-10-18 111 5553
106 2003-10-18 111 6730
106 2003-10-23 116 5368
106 2003-10-24 117 5154
106 2003-10-25 118 2849
106 2003-10-25 118 6063
106 2003-10-25 118 5041
106 2003-10-26 119 5258
106 2003-10-26 119 5327
106 2003-10-27 120 3562
106 2003-10-27 120 4945
106 2003-10-28 121 4975
106 2003-10-29 122 3690
106 2003-10-29 122 6048
106 2003-10-29 122 5440
106 2003-10-30 123 4687
106 2003-10-30 123 4562
106 2003-10-31 124 4185
106 2003-10-31 124 5620
106 2003-11-01 125 4757
106 2003-11-01 125 4905
106 2003-11-02 126 6732
106 2003-11-02 126 4900
106 2003-11-03 127 4020
106 2003-11-05 129 1973
106 2003-11-06 130 5192
106 2003-11-07 131 6402
106 2003-11-07 131 4088
106 2003-11-08 132 4844
106 2003-11-08 132 5322
106 2003-11-09 133 7273
106 2003-11-09 133 4837
106 2003-11-12 136 6921
106 2003-11-12 136 4129
106 2003-11-14 138 6480
106 2003-11-14 138 6935
106 2003-11-15 139 6828
106 2003-11-17 141 6707
106 2003-11-17 141 5855
106 2003-11-21 145 4093
106 2003-11-23 147 5117
106 2003-11-24 148 4056
106 2003-11-24 148 7556
106 2003-11-26 150 5335
106 2003-11-27 151 6249
106 2003-11-27 151 5645
106 2003-11-29 153 6745
106 2003-11-30 154 6768
106 2003-12-01 155 5795
106 2003-12-01 155 6441
106 2003-12-01 155 5035
106 2003-12-02 156 5925
106 2003-12-02 156 5284
106 2003-12-03 157 4954
106 2003-12-03 157 6065
106 2003-12-04 158 6307
106 2003-12-04 158 6040
106 2003-12-05 159 4968
106 2003-12-05 159 4156
106 2003-12-06 160 4440
106 2003-12-06 160 4546
106 2003-12-06 160 4494
106 2003-12-07 161 4057
106 2003-12-07 161 4766
106 2003-12-07 161 4347
106 2003-12-08 162 5280
106 2003-12-08 162 4290
106 2003-12-09 163 4980
106 2003-12-09 163 5080
106 2003-12-09 163 5141
106 2003-12-11 165 5121
106 2003-12-11 165 6759
106 2003-12-12 166 5025
106 2003-12-12 166 4393
106 2003-12-12 166 4990
106 2003-12-13 167 6757
106 2003-12-13 167 5572
106 2003-12-14 168 4979
106 2003-12-14 168 6262
106 2003-12-15 169 6393
106 2003-12-15 169 4997
106 2003-12-17 171 6284
106 2003-12-17 171 6007
106 2003-12-18 172 7083
106 2003-12-18 172 5045
106 2003-12-19 173 5541
106 2003-12-19 173 5333
106 2003-12-20 174 6817
106 2003-12-20 174 4997
106 2003-12-21 175 3925
106 2003-12-22 176 6624
106 2003-12-22 176 4496
106 2003-12-23 177 6941
106 2003-12-23 177 5106
106 2003-12-24 178 6957
106 2003-12-24 178 4666
106 2003-12-25 179 6922
106 2003-12-25 179 5460
106 2003-12-26 180 5966
106 2003-12-26 180 5196
106 2003-12-27 181 6126
106 2003-12-27 181 5325
106 2003-12-28 182 6331
106 2003-12-28 182 5973
106 2003-12-29 183 6473
106 2003-12-29 183 5801
106 2003-12-30 184 6313
106 2003-12-30 184 6382
106 2003-12-31 185 5528
106 2004-01-01 186 4123
106 2004-01-02 187 6201
106 2004-01-04 189 7409
106 2004-01-04 189 5170
106 2004-01-05 190 6073
106 2004-01-06 191 5424
106 2004-01-06 191 5823
106 2004-01-07 192 6501
106 2004-01-07 192 6884
106 2004-01-08 193 6155
106 2004-01-09 194 7169
106 2004-01-09 194 6736
106 2004-01-10 195 6732
106 2004-01-10 195 4766
106 2004-01-11 196 5210
106 2004-01-12 197 6422
106 2004-01-12 197 6114
106 2004-01-13 198 5805
106 2004-01-13 198 6284
106 2004-01-15 200 3054
106 2004-01-16 201 5743
106 2004-01-16 201 3564
106 2004-01-18 203 4684
106 2004-01-18 203 5023
106 2004-01-19 204 5327
106 2004-01-19 204 5599
106 2004-01-20 205 5397
106 2004-01-20 205 4079
106 2004-01-21 206 5266
106 2004-01-21 206 4772
106 2004-01-21 206 4140
106 2004-01-23 208 5072
106 2004-01-24 209 4844
106 2004-01-24 209 5853
106 2004-01-25 210 7045
106 2004-01-26 211 4050
106 2004-01-28 213 6346
106 2004-01-29 214 5550
106 2004-01-29 214 5244
106 2004-01-30 215 6226
106 2004-01-30 215 4357
106 2004-01-31 216 6230
106 2004-02-02 218 4808
106 2004-02-03 219 4872
106 2004-02-03 219 4751
106 2004-02-04 220 6638
106 2004-02-04 220 4671
106 2004-02-05 221 5167
106 2004-02-05 221 5101
106 2004-02-06 222 5486
106 2004-02-07 223 4396
106 2004-02-08 224 5731
106 2004-02-08 224 4330
106 2004-02-09 225 6501
106 2004-02-09 225 3866
106 2004-02-11 227 3850
106 2004-02-11 227 4969
106 2004-02-12 228 5833
106 2004-02-12 228 3858
106 2004-02-15 231 4496
106 2004-02-16 232 6198
106 2004-02-16 232 3508
106 2004-02-17 233 5193
106 2004-02-17 233 4011
106 2004-02-18 234 6393
106 2004-02-18 234 3682
106 2004-02-19 235 5788
106 2004-02-19 235 4212
106 2004-02-21 237 5783
106 2004-02-21 237 3539
106 2004-02-23 239 5436
106 2004-02-23 239 3680
106 2004-02-24 240 5087
106 2004-02-25 241 5302
106 2004-02-26 242 5190
106 2004-02-27 243 4637
106 2004-02-28 244 5566
106 2004-02-28 244 3259
106 2004-02-29 245 5667
106 2004-03-01 246 5570
106 2004-03-03 248 4368
106 2004-03-05 250 6152
106 2004-03-05 250 2393
106 2004-03-06 251 4957
106 2004-03-06 251 2491
106 2004-03-08 253 5943
106 2004-03-08 253 3670
106 2004-03-09 254 5683
106 2004-03-10 255 4018
106 2004-03-10 255 3318
106 2004-03-10 255 3522
106 2004-03-11 256 5296
106 2004-03-11 256 3315
106 2004-03-13 258 3723
106 2004-03-13 258 4978
106 2004-03-13 258 2073
106 2004-03-15 260 3199
106 2004-03-15 260 3236
106 2004-03-15 260 2978
106 2004-03-16 261 6044
106 2004-03-16 261 2839
106 2004-03-17 262 3845
106 2004-03-17 262 4402
106 2004-03-18 263 4500
106 2004-03-18 263 3718
106 2004-03-19 264 3497
106 2004-03-20 265 5114
106 2004-03-20 265 3871
106 2004-03-20 265 3239
106 2004-03-21 266 4515
106 2004-03-21 266 2785
106 2004-03-22 267 4423
106 2004-03-22 267 2372
106 2004-03-23 268 3727
106 2004-03-23 268 2844
106 2004-03-24 269 4784
106 2004-03-24 269 3728
106 2004-03-25 270 4634
106 2004-03-26 271 5121
106 2004-03-29 274 4016
106 2004-03-29 274 2481
106 2004-03-30 275 4817
106 2004-03-31 276 4237
106 2004-03-31 276 3241
106 2004-04-01 277 3873
106 2004-04-01 277 2819
106 2004-04-02 278 4680
106 2004-04-02 278 2204
106 2004-04-03 279 3931
106 2004-04-03 279 2912
106 2004-04-04 280 2161
106 2004-04-05 281 3854
106 2004-04-05 281 2782
106 2004-04-06 282 3597
106 2004-04-06 282 3142
106 2004-04-07 283 3735
106 2004-04-07 283 2106
106 2004-04-08 284 4013
106 2004-04-08 284 2294
106 2004-04-09 285 3934
106 2004-04-09 285 2653
106 2004-04-10 286 3863
106 2004-04-10 286 2799
106 2004-04-11 287 3060
106 2004-04-11 287 2333
106 2004-04-12 288 4115
106 2004-04-12 288 1842
106 2004-04-13 289 3356
106 2004-04-13 289 2095
106 2004-04-14 290 3014
106 2004-04-14 290 2352
106 2004-04-15 291 2586
106 2004-04-16 292 2586
106 2004-04-19 295 3145
106 2004-04-19 295 1206
106 2004-04-20 296 1729
106 2004-04-20 296 1907
106 2004-04-20 296 1657
106 2004-04-21 297 2648
106 2004-04-21 297 2134
106 2004-04-22 298 2599
106 2004-04-22 298 1023
106 2004-04-23 299 2522
106 2004-04-23 299 1336
106 2004-04-24 300 2699
106 2004-04-24 300 1621
106 2004-04-25 301 2527
106 2004-04-26 302 1356
106 2004-04-27 303 1880
106 2004-04-27 303 2671
106 2004-04-28 304 2314
106 2004-04-28 304 1339
106 2004-04-29 305 2140
107 2003-07-09 6 16233
107 2003-07-09 6 15138
107 2003-07-10 7 12336
107 2003-07-12 9 14251
107 2003-07-12 9 16251
107 2003-07-12 9 9758
107 2003-07-13 10 15676
107 2003-07-14 11 15289
107 2003-07-14 11 14490
107 2003-07-15 12 15353
107 2003-07-15 12 16193
107 2003-07-15 12 14283
107 2003-07-16 13 12148
107 2003-07-17 14 15193
107 2003-07-17 14 12001
107 2003-07-17 14 11952
107 2003-07-18 15 17257
107 2003-07-18 15 11753
107 2003-07-19 16 11666
107 2003-07-19 16 11174
107 2003-07-19 16 12149
107 2003-07-20 17 17058
107 2003-07-20 17 12954
107 2003-07-21 18 11568
107 2003-07-21 18 13740
107 2003-07-22 19 17210
107 2003-07-23 20 15829
107 2003-07-23 20 17986
107 2003-07-23 20 12063
107 2003-07-24 21 15447
107 2003-07-24 21 14905
107 2003-07-25 22 12812
107 2003-07-25 22 15051
107 2003-07-25 22 11711
107 2003-07-26 23 11378
107 2003-07-26 23 12597
107 2003-07-26 23 12881
107 2003-07-27 24 12104
107 2003-07-27 24 11468
107 2003-07-27 24 12248
107 2003-07-28 25 14174
107 2003-07-28 25 14979
107 2003-07-29 26 10643
107 2003-07-30 27 12330
107 2003-07-30 27 16553
107 2003-07-31 28 12858
107 2003-07-31 28 13938
107 2003-07-31 28 13461
107 2003-08-02 30 11195
107 2003-08-02 30 14629
107 2003-08-02 30 13207
107 2003-08-03 31 15797
107 2003-08-03 31 15985
107 2003-08-04 32 15799
107 2003-08-04 32 10684
107 2003-08-05 33 12536
107 2003-08-05 33 12438
107 2003-08-05 33 12440
107 2003-08-06 34 14968
107 2003-08-07 35 13627
107 2003-08-07 35 14432
107 2003-08-08 36 11396
107 2003-08-08 36 15044
107 2003-08-09 37 11360
107 2003-08-09 37 13740
107 2003-08-12 40 10111
107 2003-08-13 41 9639
107 2003-08-13 41 12341
107 2003-08-13 41 12470
107 2003-08-14 42 11802
107 2003-08-15 43 12292
107 2003-08-16 44 11940
107 2003-08-16 44 15752
107 2003-08-16 44 14218
107 2003-08-17 45 13448
107 2003-08-17 45 12118
107 2003-08-17 45 11741
107 2003-08-18 46 14045
107 2003-08-18 46 15346
107 2003-08-19 47 10926
107 2003-08-19 47 15367
107 2003-08-19 47 12489
107 2003-08-20 48 12536
107 2003-08-24 52 14555
107 2003-08-25 53 12689
107 2003-08-25 53 14718
107 2003-08-26 54 14620
107 2003-08-26 54 14945
107 2003-08-26 54 12438
107 2003-08-27 55 15683
107 2003-08-27 55 15690
107 2003-08-28 56 12388
107 2003-08-28 56 13572
107 2003-08-28 56 12535
107 2003-08-29 57 11397
107 2003-08-30 58 17023
107 2003-08-30 58 10530
107 2003-08-30 58 12134
107 2003-08-31 59 13764
107 2003-08-31 59 14993
107 2003-09-02 61 10939
107 2003-09-03 62 11569
107 2003-09-03 62 11703
107 2003-09-06 65 17446
107 2003-09-07 66 18600
107 2003-09-08 67 15215
107 2003-09-08 67 16947
107 2003-09-08 67 11684
107 2003-09-09 68 15991
107 2003-09-20 79 8710
107 2003-09-20 79 11850
107 2003-09-21 80 8722
107 2003-09-21 80 14098
107 2003-09-21 80 8932
107 2003-09-22 81 1461
107 2003-09-22 81 9968
107 2003-09-22 81 11416
107 2003-09-23 82 11359
107 2003-09-23 82 6175
107 2003-09-23 82 6981
107 2003-09-24 83 8994
107 2003-09-24 83 14235
107 2003-09-24 83 9004
107 2003-09-25 84 8546
107 2003-09-25 84 15192
107 2003-09-26 85 11005
107 2003-09-26 85 14865
107 2003-09-27 86 14948
107 2003-09-28 87 13275
107 2003-09-28 87 8002
107 2003-09-29 88 9919
107 2003-09-29 88 10929
107 2003-09-30 89 8129
107 2003-10-01 90 9036
107 2003-10-01 90 12211
107 2003-10-01 90 9489
107 2003-10-02 91 11328
107 2003-10-02 91 9262
107 2003-10-03 92 11058
107 2003-10-03 92 11988
107 2003-10-04 93 14029
107 2003-10-04 93 8798
107 2003-10-05 94 10664
107 2003-10-06 95 9045
107 2003-10-06 95 12399
107 2003-10-06 95 9764
107 2003-10-07 96 8117
107 2003-10-07 96 10479
107 2003-10-07 96 10219
107 2003-10-08 97 7587
107 2003-10-08 97 11151
107 2003-10-08 97 10361
107 2003-10-09 98 11289
107 2003-10-09 98 10370
107 2003-10-09 98 7732
107 2003-10-10 99 10781
107 2003-10-10 99 8896
107 2003-10-10 99 9505
107 2003-10-11 100 9004
107 2003-10-11 100 9501
107 2003-10-11 100 2416
107 2003-10-12 101 15207
107 2003-10-12 101 9406
107 2003-10-13 102 7218
107 2003-10-14 103 11239
107 2003-10-14 103 10101
107 2003-10-14 103 9985
107 2003-10-15 104 8528
107 2003-10-15 104 10477
107 2003-10-15 104 8463
107 2003-10-16 105 14310
107 2003-10-16 105 9674
107 2003-10-17 106 10503
107 2003-10-17 106 13134
107 2003-10-17 106 11174
107 2003-10-18 107 8334
107 2003-10-18 107 16618
107 2003-10-19 108 16111
107 2003-10-19 108 7598
107 2003-10-20 109 9190
107 2003-10-20 109 9551
107 2003-10-20 109 10452
107 2003-10-21 110 8571
107 2003-10-21 110 10818
107 2003-10-21 110 7414
107 2003-10-22 111 15210
107 2003-10-22 111 8872
107 2003-10-23 112 8979
107 2003-10-23 112 12027
107 2003-10-23 112 7035
107 2003-10-24 113 7867
107 2003-10-24 113 8101
107 2003-10-25 114 11948
107 2003-10-25 114 8008
107 2003-10-25 114 6570
107 2003-10-26 115 11603
107 2003-10-26 115 8884
107 2003-10-26 115 8561
107 2003-10-27 116 10890
107 2003-10-27 116 8224
107 2003-10-27 116 7961
107 2003-10-28 117 12600
107 2003-10-28 117 10463
107 2003-10-29 118 9244
107 2003-10-30 119 11184
107 2003-10-30 119 7366
107 2003-10-31 120 10723
107 2003-10-31 120 7817
107 2003-11-01 121 8957
107 2003-11-01 121 8888
107 2003-11-01 121 10054
107 2003-11-02 122 9079
107 2003-11-03 123 8989
107 2003-11-04 124 9970
107 2003-11-04 124 7841
107 2003-11-04 124 5926
107 2003-11-04 124 5994
107 2003-11-05 125 7717
107 2003-11-05 125 5833
107 2003-11-05 125 5801
107 2003-11-06 126 8030
107 2003-11-06 126 5219
107 2003-11-06 126 10136
107 2003-11-07 127 9687
107 2003-11-08 128 7368
107 2003-11-08 128 10173
107 2003-11-09 129 10595
107 2003-11-09 129 11656
107 2003-11-10 130 10938
107 2003-11-11 131 12501
107 2003-11-11 131 7483
107 2003-11-12 132 11356
107 2003-11-12 132 7550
107 2003-11-13 133 12777
107 2003-11-13 133 7902
107 2003-11-13 133 8000
107 2003-11-14 134 11264
107 2003-11-14 134 8771
107 2003-11-14 134 5801
107 2003-11-15 135 8363
107 2003-11-15 135 7849
107 2003-11-15 135 9087
107 2003-11-16 136 8119
107 2003-11-16 136 9583
107 2003-11-17 137 7991
107 2003-11-17 137 10875
107 2003-11-17 137 7623
107 2003-11-17 137 9738
107 2003-11-18 138 7473
107 2003-11-18 138 7333
107 2003-11-19 139 11943
107 2003-11-19 139 12763
107 2003-11-20 140 9094
107 2003-11-20 140 8755
107 2003-11-20 140 8739
107 2003-11-21 141 9132
107 2003-11-21 141 9194
107 2003-11-21 141 9748
107 2003-11-22 142 8912
107 2003-11-22 142 11393
107 2003-11-24 144 12556
107 2003-11-24 144 7298
107 2003-11-24 144 8275
107 2003-11-25 145 11476
107 2003-11-25 145 7618
107 2003-11-25 145 7763
107 2003-11-26 146 13075
107 2003-11-26 146 8023
107 2003-11-27 147 8757
107 2003-11-27 147 10156
107 2003-11-27 147 10969
107 2003-11-28 148 7186
107 2003-11-28 148 14031
107 2003-11-28 148 9176
107 2003-11-29 149 6620
107 2003-11-29 149 7863
107 2003-11-29 149 8853
107 2003-11-30 150 7831
107 2003-11-30 150 9753
107 2003-11-30 150 11286
107 2003-12-01 151 7885
107 2003-12-01 151 10456
107 2003-12-01 151 10732
107 2003-12-03 153 9102
107 2003-12-03 153 9446
107 2003-12-03 153 9766
107 2003-12-04 154 9861
107 2003-12-04 154 9072
107 2003-12-04 154 9347
107 2003-12-05 155 8022
107 2003-12-05 155 9669
107 2003-12-05 155 9279
107 2003-12-06 156 9789
107 2003-12-06 156 8560
107 2003-12-06 156 11403
107 2003-12-09 159 9890
107 2003-12-10 160 7414
107 2003-12-11 161 8391
107 2003-12-12 162 7785
107 2003-12-12 162 10574
107 2003-12-13 163 10620
107 2003-12-14 164 8785
107 2003-12-18 168 11042
107 2003-12-18 168 9577
107 2003-12-19 169 13021
107 2003-12-20 170 9712
107 2003-12-21 171 12660
107 2003-12-21 171 7532
107 2003-12-22 172 8842
107 2003-12-23 173 7661
107 2003-12-23 173 9472
107 2003-12-23 173 9293
107 2003-12-24 174 13460
107 2003-12-24 174 7938
107 2003-12-25 175 7669
107 2003-12-25 175 9309
107 2003-12-25 175 9020
107 2003-12-26 176 8697
107 2003-12-26 176 9623
107 2003-12-26 176 8001
107 2003-12-27 177 9170
107 2003-12-27 177 6657
107 2003-12-28 178 10039
107 2003-12-28 178 7311
107 2003-12-28 178 10253
107 2003-12-30 180 11436
107 2003-12-30 180 8393
107 2004-01-02 183 8187
107 2004-01-02 183 7115
107 2004-01-02 183 6607
107 2004-01-02 183 6926
107 2004-01-03 184 10783
107 2004-01-06 187 5825
107 2004-01-07 188 8352
107 2004-01-07 188 7143
107 2004-01-07 188 8941
107 2004-01-08 189 7102
107 2004-01-08 189 8952
107 2004-01-09 190 10439
107 2004-01-10 191 10148
107 2004-01-10 191 11037
107 2004-01-11 192 11472
107 2004-01-11 192 8758
107 2004-01-12 193 7124
107 2004-01-13 194 10887
107 2004-01-16 197 7267
107 2004-01-20 201 8224
107 2004-01-21 202 9925
107 2004-01-21 202 8000
107 2004-01-21 202 6138
107 2004-01-23 204 10489
107 2004-01-23 204 8861
107 2004-01-24 205 6832
107 2004-01-24 205 8816
107 2004-01-24 205 10160
107 2004-01-25 206 11979
107 2004-01-26 207 9669
107 2004-01-27 208 9429
107 2004-01-27 208 6300
107 2004-01-28 209 6172
107 2004-01-29 210 8663
107 2004-01-29 210 8522
107 2004-01-29 210 7485
107 2004-02-02 214 9895
107 2004-02-02 214 8805
107 2004-02-03 215 11496
107 2004-02-03 215 9162
107 2004-02-04 216 8246
107 2004-02-04 216 7320
107 2004-02-04 216 8222
107 2004-02-05 217 5966
107 2004-02-05 217 9627
107 2004-02-05 217 8266
107 2004-02-06 218 14055
107 2004-02-06 218 9846
107 2004-02-07 219 6502
107 2004-02-08 220 7269
107 2004-02-08 220 8469
107 2004-02-08 220 9748
107 2004-02-09 221 8651
107 2004-02-10 222 8108
107 2004-02-10 222 8526
107 2004-02-11 223 10448
107 2004-02-11 223 7169
107 2004-02-12 224 7644
107 2004-02-13 225 7060
107 2004-02-13 225 10883
107 2004-02-13 225 8401
107 2004-02-14 226 11125
107 2004-02-14 226 6514
107 2004-02-15 227 6357
107 2004-02-15 227 11805
107 2004-02-15 227 10578
107 2004-02-16 228 9861
107 2004-02-16 228 8399
107 2004-02-17 229 7361
107 2004-02-17 229 8903
107 2004-02-17 229 8467
107 2004-02-18 230 6791
107 2004-02-18 230 8909
107 2004-02-18 230 8315
107 2004-02-19 231 8977
107 2004-02-19 231 7141
107 2004-02-19 231 8428
107 2004-02-20 232 8360
107 2004-02-20 232 9287
107 2004-02-21 233 10568
107 2004-02-21 233 10129
107 2004-02-21 233 9165
107 2004-02-22 234 9999
107 2004-02-22 234 7839
107 2004-02-24 236 6533
107 2004-02-24 236 6355
107 2004-02-24 236 7794
107 2004-02-25 237 7916
107 2004-02-25 237 8575
107 2004-02-25 237 4067
107 2004-02-25 237 6413
107 2004-02-26 238 11708
107 2004-02-26 238 8848
107 2004-02-27 239 13869
107 2004-02-27 239 7020
107 2004-02-28 240 10514
107 2004-02-28 240 8874
107 2004-02-29 241 6837
107 2004-02-29 241 11243
107 2004-02-29 241 7520
107 2004-03-01 242 12634
107 2004-03-02 243 9386
107 2004-03-02 243 6914
107 2004-03-03 244 7757
107 2004-03-03 244 9089
107 2004-03-05 246 7170
107 2004-03-05 246 11818
107 2004-03-06 247 6880
107 2004-03-06 247 10888
107 2004-03-06 247 7243
107 2004-03-07 248 6211
107 2004-03-07 248 13770
107 2004-03-07 248 7131
107 2004-03-08 249 14623
107 2004-03-08 249 7696
107 2004-03-09 250 15031
